words,GT,category
"We are decarbonising sector by sector, forming alliances and working collaboratively with customers, businesses and governments to make progress in the energy transition and reduce emissions.",,og
"How this risk is managed We actively monitor societal developments, such as regulation-driven carbon-pricing mechanisms and customer-driven preferences for products.",,og
"The Committee is headed by an independent member of the Board of Directors Consider and approve decarbonization and climate change adaptation measures Creates a unified corporate position and prepares recommendations to the management bodies of PJSC LUKOIL on various sustainability aspects, including decarbonization and climate adaptation issues, as well as in areas for improvement non-financial reporting preparation process.",,og
We believe the Taxonomy could be improved by allowing greater recognition of the role of integrated value chains in enabling decarbonisation at a sector level.,,og
"Our priorities are projects focused on Oceans, Forests, Sustainable Economic Development and Education.",,og
"In fact, we are convinced that the fastest and most cost-efficient way to decarbonize mobility is to renew the current vehicle population with new combustion vehicles to bring about a significant reduction in emissions and energy consumption.",,og
"For the first time, the Report also presents a preliminary assessment of LUKOIL Group's contribution to the UN Sustainable Development Goals (SDGs), based on an analysis of the dynamics of significant impacts of the Group entities' operations on the environment and climate, personnel and local communities over the last five years.",,og
Reduce-Reuse-Release A truly sustainable integrated water management approach must simultaneously balance water reduce-reuse and release considerations.,,og
Eni's sustainability policies have as their cor-nerstone the enhancement of the territo-ry in which they operate.,,og
"The technologies must serve the company purpose of meeting all the targets for GHG Scope 1, 2 and 3 emissions (Net GHG Lifecycle Emissions) and the elimination of related emission intensity (Net Carbon Intensity) over the entire life cycle of the energy products sold.",,og
Repsol and the Sustainable Development Goals Repsol has supported the 2030 Agenda of the United Nations since its approval in 2015 and works to implement it at all its organizational and business levels.,,og
Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting Building on strong foundations We report on the number and overlap of our major operating sites in or near to protected areas and key biodiversity areas in our protected areas update.,,og
"The consolidation of know-how promoted by Eni for sustainable supply chain development is not only aimed at suppliers, but also at internal resources.",,og
Climate and sustainable energy 29-46 3.,,og
"This Sustainability & Climate 2022 Progress Report, which fol-lows the TCFD1 recommendations, is designed to inform the Shareholders Meeting of the progress made in 2021 in imple-menting our ambition.",,og
The use of the term Net Carbon Footprint or net carbon intensity is for convenience only and not intended tosuggest these emissions are those of Shell or its subsidiaries.,,og
Discussions with investors have shaped our reporting and led us to utilize SASB and TCFD frameworks for sustainability disclosures.,,og
"From 2010 to 2013, TotalEnergies developed a pilot project in Lacq, France, involving a complete CCS chain, in which carbon from a steam generator was captured using oxy-combustion technology (a European first) and then transported and stored in a depleted reservoir.",,og
Continued development and implementation of a system of sustainability key performance indicators (KPIs) into the corporate performance evaluation system.,,og
"Performance data footnotes 1 Overview Performance data provided throughout our Report on Sustainability in tables and graphs includes social, environmental and economic indicators from the 2020 reporting year with five-year trends, where feasible.",,og
"TotalEnergies, a member of the UN Global Compact, supporting the Sustainable Development Goals since 2016 participant, as in 2020, 2019 and 2018.",,og
We have included our new commitments in our performance management and reporting systems and are defining the baselines for each of the commitments and setting 2022 targets across our businesses.,,og
"The mine returns the carbon intensive portion of the barrel back to the ground, which allows the crude to be transported to refineries across North America without the need for upgrading.",,og
"Our commitment to energy transition is supported at various levels within our organization, complementing the environmental governance processes already in place, the enhanced focus on low-and zero-carbon business.",,og
We volunteer We offer employees opportunities to actively engage in driving responsible and sustainable behavior.,,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 139 TCFD Recommendations Index Recommendations: Disclose the organizations governance around climate-related risks and opportunities Recommendations: Disclosure the actual and potential impacts of climate-related risks and opportunities on the organizations businesses, strategy and financial planning where such information is material.",,og
Sponsorship of consumer association initiatives on sustainability and circular economy.,,og
"Since 2019, issues relating to climate strategy, an integral part of long-term planning, have been managed by the CFO area through dedicated structures, with the aim of supervising the process of dening Enis carbon neutrality strategy and the related portfolio of initiatives, in line with international climate agreements, in coordination with all businesses and transversal functions including sustainability.",,og
The Committee assesses Shells overall sustainability performance and provides input to Shells annual reporting and disclosures on sustainability.,,og
"In addition, Chevron is a consultative group member of the Institute of International Finance Taskforce on Scaling Voluntary Carbon Markets (TSVCM).",,og
Oxy worked closely with the Sustainability Structuring Agents and other members of our bank group to develop an appropriate metric that aligns with the shared net-zero goals of Oxy and our lenders.,,og
Repsol is a pioneer in the production of this sustainable aviation fuel in Spain.,,og
Our aim 2 is to be net zero on an absolute basis across the carbon in our upstream oil and gas production by 2050 or sooner.,,og
These principles are set forth in the Sustainability policy of LUKOIL Group and the Code of Business Conduct and Ethics of PJSC LUKOIL.,,og
"For Shell, the most significant carbon pricing mechanisms are established in Europe, North America, and Singapore.",,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 36 Health Health, Safety, Security Why is this important?",,og
"Public policy and corporate responsibility Assists the board by providing oversight on environmental, health, safety and sustainability performance along with legislative compliance and the assessment of potential long-term effects of public policy, climate change and sustainable business practices on corporate performance.",,og
Environmental | Climate Resilience and the Transition to a Low Carbon Economy 112 greater pressure for disclosure of emissions performance and transparency in relation to goals and actions involving climate issues (legal and reputational risks).,,og
"Besides being low carbon themselves, they offer the considerable advantage of recycling CO2.",,og
"Refinery activity remains at current levels, with a reduction in crude processing toward the end of the decade of around 10% from 2019 values, while low carbon fuel volumes will increase.",,og
"Oil spills > 1bbl are defined as any liquid hydrocarbon release of more than, or equal to, one barrel (159 litres, equivalent to 42 US gallons).",,og
"This was through the Northern Lights project in Norway, with the REMCO noting that this project provided the opportunity to build the commercial knowledge and organisational capacity for future carbon capture projects.",,og
"Emissions offset through various measures, such as by working with nature to create carbon sinks including forests and wetlands or mitigated byusing CCS technology are also taken into account.",,og
"The GRI Summary, as well as the correlation with the IPIECA Guide, with the principles of the Global Compact and the United Nations Sustainable Development Goals (SDG) can be found at the end of this report.",,og
"For more details on these initiatives, see the Global Sustainability Plan.",,og
"And as partners in a European research project, we will implement a carbon capture and utilization pilot in our Petrobrazi Refinery.",,og
"Governance model The Board of Directors approves, subject to oversight by the Sustainability Committee, the Companys sustainability strategy and policy proposed by senior management.",,og
Indigenous awareness education at Imperial Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 99 At Imperial we recognize we have a responsibility to answer the Truth and Reconciliation Commissions calls to action and ensure our employees are collaborative agents for positive change.,,og
As part of this we independently determined our view of a range of acceptable carbon price assumptions.,,og
"This competition can be further heightened by a number of factors including the entry of new competitors, changes in market conditions, the expiration of administrative concessions, technological obsolescence or insufficient differentiation, acceleration of the energy transition process and growing levels of competition due to access to low-carbon resources.",,og
Our commitment We aim to continuously manage and decrease the carbon volume of our purchased goods and services.,,og
Eni successfully launched the first sustainability-linked bond in its sector with a nominal value of 1 billion euros.,,og
And our three-year forestation program initiative became a collaborative platform and a collection of firsts: the first Tiny Urban forest in Romania and the first platform for calculating and estimating the carbon sink potential of newly planted forests.,,og
"And in 2021, more than 1,500 sustainability awards were made through our energize recognition platform, celebrating progress in our three focus areas: net zero, people and planet.",,og
The starting point for determining the vesting outcome will be how many of the targets have been met for each of the four areas.,,og
The fact thatan activity is not recognised does not necessarily mean that it is notsustainable.,,og
"In its second edition, the project's actions contribute to the sustainability of extractive and urban communities, expanding income generation conditions, qualifying and innovating the work of 400 women in the municipalities of Carmpolis, Divina Pastora, Indiaroba, Estncia, Barra dos Coqueiros, Pirambu and Japaratuba.",,og
"Clean Resource Innovation Network (CRIN) Suncor is a leading member of CRIN, which aims to position Canada as a global leader in producing clean hydrocarbons from source to end use.",,og
"The objective of the EcoVadis Corporate Social Responsibility (CSR) Assessment methodology is to assess the quality of a company's CSR management system-through its policies, implementation measures and results, and to assist companies and their value chain with sustainability management.",,og
"The collection of data relating to these indicators allows, on the one hand, an in-depth analysis of the results achieved by Eni through its nu-merous sustainability initiatives in terms of their impact on the socioeconomic growth of local communities and, on the other, the aggregation and consolidation of Eni's results on a global level.",,og
"However, given the characteristics of methane, whose heating potential is very high in the short term, we monitor this gas with a specific metric and are committed to reducing the intensity of methane emissions by 40% in relation to the total production of hydrocarbons operated (tCH4 /mil tHC) in the E&P segment (compared to 2015).",,og
"Transition to a low carbon futu-re can often be bound up, understandably, in technical concepts and language.",,og
"For us, decarbonization is more than just mitigating emissions to protect the planet.",,og
Carbon Capture and Use.,,og
"Green Kaizen Events are intended to minimize and even eliminate the fugitive emissions in selected facilities, while enabling a low-carbon operational behavior among field personnel and local contractors.",,og
"Climate and Sustainable Energy Reducing our Scope 1+2 emissions Capturing and Storing Carbon at Our Facilities Reducing emissions at the facilities also means developing industrial processes for carbon capture, transport and storage (CCS1), a field in which TotalEnergies wields critical expertise in large-scale project management, gas treatment and geoscience.",,og
Projects under development that are expected to have a material greenhouse gas impact must meet our internal carbon performance standards or industry benchmarks.,,og
"The tool covers all activities of energy companies and also allows investment funds to include natural capital impact assessment in their investment decisions, at a time when sustainability criteria are gaining weight.",,og
Refining intensities were also below target due to the impact of Hurricane Ida and the February freeze on our refineries in the USA.,,og
Purchases and sales of hydrocarbons under exchange contracts that are necessary to obtain or reposition feedstocks for oil products manufacturing facility operations are presented net in the Consolidated Statement of Income.,,og
"We highlight four processes: 1) Processing of oily waste streams, with the recovery of hydrocarbons and the reduction of the generation of oily waste at the Shale Unit (SIX) in Paran, which allowed to avoid the generation of approximately 112 thousand tons of oily waste in 2021, contributing to the production of shale oil, naphtha and liquefied petroleum gas (LPG); 2) Operation of an oil recovery unit at the Alberto Pasqualini Refinery (Refap), which allowed, in 2021, the reuse of 11 thousand m3 of oily residual streams, with the recovery of hydrocarbons and the production of green petroleum coke, avoiding oily waste generation; 3) Recycling of the entire diatomaceous earth cake generated in the biofuel filtration stage in our biodiesel production units.",,og
Our company supports the Paris Climate Change Agreement and contributes to UNs 2030 Agenda for Sustainable Development.,,og
CLIMATE CHANGE AND ENERGY TRANSITION continued Carbon pricing To assess the resilience of new projects we consider the potential costs associated with operational GHG emissions.,,og
"During the year, Repsol raised its decarbonization targets and set itself more ambitious goals for accelerating the transformation toward carbon neutrality: New more demanding decarbonization pathway, with a reduction of the carbon intensity indicator (15% by 2025, 28% by 2030 and 55% by 2040) and a reduction of its absolute emissions of CO2 and other greenhouse gases.",,og
"In addition to tools and initiatives to protect consumers, awareness-raising and training activities aimed at sharing information, skills and experiences that stimulate informed and efficient energy consumption also play a central role in helping customers make the transition to sustainable energy use.",,og
"Moreover, in line with the commitment to promote a complete and comparable disclosure, the metrics related to the Sustainability Accounting Standards Board (SASB) standard and the core metrics defined by the World Economic Forum (WEF) in the White Paper Measuring Stakeholder Cap-italism-Towards Common Metrics and Consistent Reporting of Sustainable Value Creation were published (the latter already included in the Non-Financial Information).",,og
"The high quality of the Company's corporate governance ensures the consistent inclusion of sustainable development goals, including the climate agenda, into the strategic planning process, which reflects LUKOIL's commitment to creating long-term value for all stakeholders.",,og
"To continue with its expansion into new markets and to unlock new business opportunities, Repsol has renewed its certifications in the Italian National System for verifying the sustainability of biofuels and bioliquids and ISCC PLUS in the realm of circular economy.",,og
Level 3 hydrocarbon spill in Downstream: hauler fuel truck heavily hit a concrete road divider and rolled over.,,og
"Low-carbon generation and renewables Assets Repsol is a major player in the Spanish electricity generation market, with a total installed capacity in operation of 3,738 MW and capacity under development of 2,323 MW as at December 31, 2021.",,og
"In addition to organizations described in earlier sections of the report, Oxy is an active participant in the following leading sustainability organizations.",,og
"By integrating an energy sources carbon content in its price, carbon pricing makes the most emission-intensive sources more expensive.",,og
"Shells targets to reduce absolute Scope 1 and 2 emissions by 50% by 2030, compared with 2016 levels on a net basis, and 20% reduction of net carbon intensity of Scope 3 emissions by 2030 have been included in Shells operating plan.",,og
LUKOIL Board of Directors in the field of sustainable development.,,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 17 Mapping our specific Sustainability Risks Risk Taxonomy Risk categories are defined as follows: Short-term risks may impact near-term financial results, including those that may materialize within the current annual reporting cycle Medium-term risks may materially impact our financial results within a three-year timeframe Long-term risks may fundamentally impact the viability of our long-term strategy and business model, including those that may materialize within a ten-year timeframe The risks within OMV Petroms EWRM system are further grouped into the following categories: market and financial, operational, and strategic.",,og
"This will contribute to the decarbonization of the road and air transport segments, while diversifying our portfolio with more sustainable products.",,og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 77 Imperial supports risk-based closure and outcome-based solutions We use a variety of means to remediate our sites, based on risk assessments that involve thorough site investigations, often resulting in reduced physical disturbance during remediation.",,og
Important notes on the Net Carbon Footprint methodology 1.,,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 54 IT Security Health, Safety, Security In an increasingly interconnected global environment, information is exposed to a rapidly growing variety of risks, threats, and vulnerabilities.",,og
The Board of Directors approves the decarbonization strategy that forms part of the Companys strategy and oversees its compliance by monitoring sustainability and energy transition targets and indicators.,,og
About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 39 Occupational Safety Why is this important?,,og
Our reporting process is also informed by the International Petroleum Industry Environmental Conservation Associations (IPIECAs) Sustainability Reporting Guidance and our performance disclosures are aligned with the Value Reporting Foundation (using the Sustainability Accounting Standards Board Standards for the oil and gas and chemical sectors) and the ACCs Responsible Care initiative.,,og
"Exploration: geology, geophysics and exploratory drilling activities in the search for hydrocarbon resources.",,og
"The VSC champions science-based continuous improvement practices to meet the needs of current and future generations as well as its members sustainability efforts through educational programs and company or product-specific sustainability assessments, reporting and goals development.",,og
"Conclusion Based on the procedures performed in our verification and the evidence we have obtained, nothing has come to our attention that causes us to believe that the SNFI of Repsol, for the year ended 31 December 2021 has not been prepared, in all material respects, in accordance with the provisions of current mercantile legislation and in accordance with the criteria of the GRI Standards selected described in line with the Exhaustive Option and the Oil and Gas Sector Disclosures, in accordance with the details provided for each matter in the tables:--Financial of the Consolidated Management Report Emphasis of matter Regulation (EU) 2020/852 of the European Parliament and of the Council of June 18, 2020, relating to the establishment of a framework to facilitate sustainable investments, establishes the obligation to disclose information on the manner and extent to which the company's activities are associated with economic activities considered to be environmentally sustainable in relation to the objectives of climate change mitigation and adaptation to climate change for the first time for the year 2021, provided that the Statement of Non-Financial Information is published as from 1 January 2022.",,og
NCS markets provide a potentially cost- effective form of carbon management that can contribute to the goals of the Paris Agreement.,,og
And we are collaborating on the development of new alternative fuels and low carbon solutions for the shipping industry.,,og
The Corporate Secretary is involved in promoting the Company's best practices to the expert and scientific community and speaks at professional forums dedicated to sustainable development and the ESG agenda.,,og
"We need to work with our stakeholders to address complex sustainability challenges including climate change, biodiversity and a just transition.",,og
"Our strategy, sustainability and ventures team are looking at ways in which we can support their current and future cohort of start-ups.",,og
We also consider the NPV assessment of the alternatives considering carbon pricing.,,og
Resilience of the strategy The reduction in the Carbon Intensity Indicator (CII)7 is the metric used by the Company to monitor and set interim targets for decarbonization toward becoming carbon neutral by 2050.,,og
"We believe Canadians can have reliable and affordable energy, a strong economy and a lower-carbon future.",,og
About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes Supply Chain 72 Supply Chain Why is this important?,,og
"In addition, in 2018, we announced our support for the World Bank's Zero Routine Flaring by 2030 initiative, with meeting its criteria considered one of our Sustainability Commitments.",,og
About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 57 Environment Water Why is this important?,,og
Carbon Intensity Indicator (CII) Reduction targets (cid:31)(cid:30)(cid:26)(cid:25) (cid:31)(cid:30)(cid:31)(cid:27) (cid:31)(cid:30)(cid:29)(cid:30) (cid:31)(cid:27)(cid:29)% (cid:31)(cid:27)(cid:25)% 28% (cid:31)(cid:30)(cid:29)% (cid:31)(cid:30)(cid:27)% 15% 2019 targets 2020 targets 2021 targets (cid:31)(cid:30)(cid:28)(cid:30) (cid:31)(cid:26)(cid:29)% (cid:31)(cid:25)(cid:29)% 55% (cid:31)(cid:30)(cid:27)(cid:30) 100% From scenario analysis to the path of net zero emissions.,,og
"Once the Strategic Plan is nalised, the process requires the denition of sustainability managerial objectives assigned to all senior managers (MBO-Management by Objectives).",,og
"The Group's Framework Agreement, together with the collective bargaining agreements (nine company collective bargaining agreements, six sectoral agreements and five company agreements), provide the basis for a framework of sustainability and trust underpinning the mutual interests of Company and employees.",,og
Additional information on our 2021 safety performance is expected tobe published in the Shell Sustainability Report in April 2022.,,og
"That is why we focus on the principal risks associated with a potential reduction in biodiversity that arise from hydrocarbon exploration and production activities and the operation of transportation systems, especially in offshore projects.",,og
"Main from issues emerging both the Stakeholder Management System (SMS) platform, which supports the management of relations with local stakeholders, and from interviews with responsible functions that have relations with specic stakeholders at a central level u Themes considered relevant by the main sustainability reporting frameworks u Issues identied as relevant as a result of benchmarking against Eni's main national and international peers and comparable companies Sustainability risks and opportu-nities that can influence, positive-ly or negatively, the development, performance and position of the organisation (in the short, medi-um or long term) and thus create or erode company value u Outcome of the ESG risk assessment emerging from the Integrated Risk Management (IRM) process, which also takes into account the evidence provided by external providers.",,og
Target is the development of MOLs share price compared to relevant and acknowledged regional and industry specific indicato rs (the CETOP and MSCI Emerging Markets Energy Index).,,og
"This sustainability report addresses environmental, social and governance (ESG) areas of focus for the company.",,og
The Statutory Technical Committee for Institutional Relations and Sustainability advises the director of the area in the decisions that are within its scope of approval.,,og
"Yes, indeed, via our new Oil Sands Pathways to Net Zero alliance, our goal is not only to be carbon competitive, but also to be the globes cleanest and preferred source of this important energy source.",,og
"The target audience includes educators, students, community leaders and the public.",,og
CNE builds on Chevrons competitive advantages and provides a platform to accelerate lower carbon business activities in harder-to-abate sectors.,,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 35 Health, Safety, Security We constantly focus on growing a genuine HSSE culture within our organization, by encouraging employees and contractors to speak up on any unsafe condition or action they observe.",,og
"As for the foreign entities, the reporting boundaries include: the hydrocarbon production project in Uzbekistan (LUKOIL Uzbekistan Operating Company LLC) and three oil refineries in Europe (in Romania, Bulgaria and Italy), as well as 14 Oil Product Supply entities (Scope 2 only).",,og
"Our 2021 Sustainability Report I welcome you all to read through our Report, as we take a look back at our promises and how far weve come, as well as introducing our new commitments to sustainability.",,og
Risk Management and Sustainability Governance 40 each group of managers that make up the lines plays a distinct role in the governance structure.,,og
"The circular economy is one of the key levers, together with decarbonization, of the 2021-2025 Strategic Plan, which sets out a roadmap with intermediate goals that will enable the industrial transformation necessary to achieve the commitment to net zero emissions by 2050, and to do so by reducing the consumption of natural resources.",,og
"The Low Carbon Generation business will remain a central pillar in the energy transition, as it seeks to increase renewable generation capacity by undertaking development projects in Spain, Chile and the United States, while also moving forward with new portfolio projects and continuing to expand internationally; and at the corporate center, in 2022 the focus will remain on efficiency by automating processes and contributing to the profitability of the entire organization.",,og
"As an energy company committed to a sustainable world, Repsol works to conserve and protect biodiversity, and to mitigate the impacts6 that could arise when planning and carrying out its projects and operations, no matter where they are located.",,og
"Given the current legal developments at EU level on corporate sustainability reporting and other developments in particular related to climate change and energy transition, we decided to re-examine the materiality of our topics in a new consultation in 2022.",,og
"About our report Sustainability priorities Our stakeholders consider these priorities critically important and, for our business to be successful, they require innovative, strategic approaches and commitment to operational excellence across all functions of our organization.",,og
Sustainability and ESG risks are increasingly being integrated into this system.,,og
Decarbonize our electricity purchases in Europe and the United States (Scope 2) by 2025.,,og
"Remuneration linked to net carbon intensity targets We have linked our target to reduce the carbon intensity of our energy products to our 2021 LTIP awards for Executive Directors and senior executives and our Performance Share Plan awards made to around 16,500 employees globally.",,og
We also appointed our first low carbon skills and learning team to help our people build the capability they need as we pursue our net zero ambition and scale our low carbon businesses.,,og
"Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting Embedding sustainability Sustainability is not new to bp, but we want to embed it more widely and deeply in our culture and mindset, business decisions, working methods and governance building on the strong foundations put in place over many decades.",,og
"Measures are related to financial performance, operational excellence and sustainable development.",,og
The supply chain plays a key role in Eni's Sustainable Transition strategy.,,og
"Goal 13: Climate action Take urgent action to combat climate change and its impacts: actively working to reduce the carbon footprint of our base business while investing in new low-GHG forms of energy, consumer products and services understanding and reporting on carbon risk and resiliency, and being a signatory to the Task Force on Climate-related Financial Disclosures (TCFD) partnering with industry to launch the Alberta Carbon Conversion Technology Centre to test carbon capture, and conversion technologies alongside other researchers and innovators.",,og
"For the purposes of the Waste Sustainability Commitment Zero growth of process waste by 2025, the reference value (2018) is maintained and remains at 120 thousand tons.",,og
"Development of new technologies for waste recovery and implementation on an industrial scale Policies: Sustainability, The integrity in our operations, Eni biodiversity and ecosystem services; Enis com-mitment not to conduct exploration and development activities within the boundaries of Natural Sites included in the UNESCO World Heritage List; Enis position on water; Eni Code of Ethics.",,og
"Focused on delivery With our direction set, and the major organizational changes behind us, we are now fully focused on delivering our strategy and the sustainability aims that underpin it.",,og
Carbon removals are deducted from total lifecycle emissions estimates.,,og
"We are working to ensure Suncor is regarded as a Canadian business leader on all dimensions of sustainability economic, environmental and social so that we are a welcomed and influential participant and contributor to the energy system transformation.",,og
"We were disappointed by this ruling, but wedecided to rise to the challenge by accelerating our strategy to reduce carbon emissions.",,og
"Carbon capture and storage (CCS) is a key technology to address CO emissions, enabling lower emissions from industrial and power sectors.",,og
"For the avoidance of doubt, no LTIP targets were adjusted as a result of the COVID-19 pandemic or any other reason.",,og
Versalis has acquired the technology and facilities of Ecoplastic on an exclusive basis7 to expand its range of sustainable products.,,og
"In addition, information has been included in respect of the criteria that the directors of Repsol have chosen to apply that, in their opinion, best allow compliance with the new obligation and that are defined in note Additional information on Sustainability (Includes of the accompanying SNFI.",,og
The term material is used within this document to describe issues for voluntary sustainability reporting that we consider to be of high or medium importance in terms of stakeholder interest and potential business impact.,,og
"This unit coordinates and supervises in to and related activities the main sustainability issues (such as, for example, the overall approach to sustainable development and local development, human rights, related national and international collaborations and partnerships, reporting disclosure of sustainability), collaboration with the various central and local staff and business functions.",,og
"To support our actions, we have the Neutral Carbon Program, which not only seeks to strengthen our positioning in low carbon, but also to accelerate and reduce the costs of decarbonization solutions, bringing greater competitiveness to Petrobras.",,og
Set the standar decarbonizing the gas value chains.,,og
"With support from our climate change and sustainability specialists, we concluded an appropriate methodology had been adopted to forecast carbon prices and, through our independent testing verified that Shells forecast carbon prices were within a reasonable range, or where the assumptions applied were outside of this range, they did not have a material impact on Shells forecast cash flows.",,og
Potential material impacts on the organisation Lower demand and margins for oil and gasproducts Changing customer sentiment towards renewable and sustainable energy products may reduce demand for our oil and gas products.,,og
These hydrocarbons would represent Scope 3 emissions of around 100 Mt/year.,,og
"We launched our regions, cities and solutions team in 2020, to help countries, cities and corporations around the world decarbonize.",,og
"Implementing sustainable procurement means caring about the environmental, social, and economic impacts of the goods and services the company intends to purchase.",,og
"The Basic Performance Indicators of RSPP and Responsibility and Transparency and Sustainable Development Vector indices of the Moscow Exchange RSPP; UNDP (United Nations Development Programme) SDG Impact Standards for Enterprise 2021; Recommendations of the Task Force on Climate-related Financial Disclosures (TCFD); United Nations Global Compact; Guidance on Core Indicators for Entity Reporting on Contribution towards Implementation of the Sustainable Development Goals, UNCTAD, 2019.",,og
We are on track to meet our 2025 target of a 20% reduction against our 2019 baseline.,,og
"In February 2022, Shell announced a newly created role of Strategy, Sustainability and Corporate Relations Director.",,og
Sustainable biofuels can reduce those vehicles CO2 emis-sions.,,og
"The risk analysis is based on the IEAs Stated Policies Scenario (STEPS), Sustainable Development Scenario (SDS) and Net Zero Emissions (NZE).",,og
SCOPE OF THE DECARBONIZATION ROADMAP Emission reductions in traditional businesses through efficiency measures and portfolio optimization.,,og
"In this way, our policy for contracting goods and services is being gradually improved, with a view to considering sustainability requirements.",,og
"However, for an activity classified as eligible to be considered as aligned under the taxonomy, it must make a substantial contribution to at least one of the environmental objectives defined by the EU (in addition to those relating to climate change mitigation and adaptation, as already indicated, this includes sustainable use and protection of water and marine resources, transition to a circular economy, pollution prevention and control, and protection and restoration of biodiversity and ecosystems); must not significantly harm the other environmental objectives; and must also comply with a minimum number of social safeguards.",,og
"MARCH Open-es, Eni's digital platform dedicated to sustainability in industrial supply chains and open to all companies involved in the energy transition process, is online.",,og
Our approach regarding our Employees contribute to the following UN Sustainable Development Goals.,,og
"We comply with its disclosure requirements on a voluntary basisand expect to come into scope following the adoption of the EUs proposed Corporate Sustainability Reporting Directive, which would extendthe reporting obligation to third-country issuers like Shell that listonEuropean exchanges.",,og
"Supply chain Driven by our purpose, we continue to integrate sustainability within our supply chain management and field logistics business.",,og
"About our report Our Report on Sustainability reflects our commitment to continually monitor and assess the impacts and benefits of our business, and effectively share these efforts.",,og
Information on cooperation with contractors on occupational health and safety issues is available on the website at Sustainability / Supply Chain section.,,og
"The technology provides an opportunity to offer a new, non-hydrocarbon-sourced ethylene product to the market, reducing carbon emissions.",,og
Pilot projects implemented in 2018-2020 allowed us to replicate the most successful areas and create a sustainable basis for further progressive development.,,og
"The markets for low carbon electricity and gas (natural gas, bio-gas and hydrogen) will need to expand, while coal will have to be eliminated and demand for oil will need to stabilize and then decline.",,og
"For example, we have set targets for the Refinery to reach energy index ratings and assess areas for improvement in energy efficiency.",,og
"SAFETY, ENVIRONMENT AND SUSTAINABILITY COMMITTEE Focus areas for 2021 Safety and environmental performance Assurance programme Shells climate targets Non-financial elements of Shells strategy Sustainability metrics for remuneration Priorities for 2022 Process safety and personal safety Environmental performance Emerging safety and non-financial risks Progress against energy transition targets Broader sustainability performance SESCo focused on Shells safety and environmental performance and assurance programme in 2021, as well as targets for the energy transition and sustainability elements of Shells Powering Progress strategy.",,og
About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 37 Health We train First Aid training is coordinated by the Health Management Department and delivered through the Training Product Management Department.,,og
"Safety, operational excellence and sustainable development go hand in hand.",,og
All the audits with in-scope sustainability elements were performed remotely in 2021 due to COVID-19 travel limitations.,,og
"As part of the partnership, we are participating in initiatives that could drive the decarbonization of four carbon-intensive sectors in industry and transport over the next decade: aviation, marine, steel and concrete and cement.",,og
"Our operating management system Our OMS provides a single framework, designed to deliver safe, reliable, compliant and sustainable operations.",,og
This helps to ensure that management considers carbon emissions when making decisions.,,og
"As a stress, we applied the stated IEA Net Zero Emissions carbon price assumptions; we considered the likelihood of there being a material cash outflow as a result of the various climate change claims and allegations involving Shell, including the maturity of climate change litigation; we considered how Shells intention to exit their equity partnerships held with Gazprom entities could impact Shells going concern assessment; and we conducted severe but plausible independent stress testing and a reverse stress test to determine the conditions under which Shell could potentially experience a liquidity shortfall.",,og
"Under these facilities, the interest rate margin and facility fee rates are subject to adjustments based on our performance on specified sustainability target thresholds with respect to absolute reductions in our combined Scope 1 and 2 GHG emissions from our worldwide operated assets from 2022 through 2024, which will be subject to limited assurance verification performed annually by a qualified independent external reviewer.",,og
"For additional information, visit the Sustainability Report content index.",,og
