words,GT,category
"The energy transition must be in line with the objectives of the Paris Agreement and the 2030 Agenda of the United Nations, economically efficient, sustainable and fair for all, generating employment opportunities and business competitiveness and offering affordable, safe and environmentally-friendly energy products and services.",0,og
The UN has proclaimed 2021-2030 as the Decade of Ecosystem Restoration and the Decade of Ocean Science for Sustainable Development.,0,og
These projections incorporate decarbonisation measures required to meet our short-term targets.,0,og
These include short-term targets of a 3-4% reduction by the end of 2022 and 6-8% by 2023.,0,og
We value disclosure as a foundational activity for investor engagement and support efforts which seek to drive consistency and comparability of sustainability performance data.,0,og
"In 2021, consistent with our aim of placing sustainable devel-opment at the heart of our strategy, projects and operations, the HSE1 unit was incorporated into our Strategy & Sustainabil-ity division.",0,og
This target covers all Shell-operated oil and gas assets in our Upstream and Integrated Gas businesses.,0,og
"We are delighted that businesses, governments, consumers and citizens have grasped the scale of the sustainability challenges.",0,og
"Sustainability considerations in project development Integrating sustainability into project development promotes organizational understanding and competency related to emerging policy, environmental and societal considerations.",0,og
"Sustainability is fully embedded in the business strategy, with our focus on running responsible operations, innovation & digitalization and fostering people and communities.",0,og
"According to assessments by respected independent third parties, our target of a 40% reduction by 2030 in our net Scope 1+2 emissions compared to 2015 is in line with the commit-ments made by countries with a net zero pledge, including the European Union with its ""Fit for 55"" package.",0,og
"Eni supports the growth of sustainable enterprises in Italy with its Joule business school, a laboratory for innovation, and research into new business ideas.",0,og
We ask Deloitte to provide limited external assurance for several key sustainability metrics to the internationally recognized ISAE 3000 standard.,0,og
Identifying questionable behaviours early and learning from them helps target and address those that have the potential to contribute to a significant event.,0,og
"Sustainable Markets Initiative bp is a founding partner of HRH the Prince of Waless Sustainable Markets Initiative (SMI), and we are working with others in the private sector to accelerate the global transition to a sustainable future.",0,og
"In the event of marine spills, and in addition to Suppliers and contractors play a key role in the Companys sustainability performance and must carry out their activities in accordance with the laws in force in each country and internal regulations, notably the Code of Ethics and Conduct for Suppliers.",0,og
"For more information on human rights management and community relations, see (Sustainability Human rights and sustainability Communities and shared value).",0,og
"Integrated environment, health and safety management system: certified in accordance with the ISO :2015 environmental management standard; Application of the ESHIA (Environmental Social & Health Impact Assessment) process to all projects; Technical meetings for analysing and sharing experiences on spe-cific environmental and energy issues; Sustainable Procurement Programme (JUST), to involve the whole sup-ply chain; Site-specific circularity analysis; International Environmental Legislative Analysis; Working groups for defining the strategic positioning and objectives of Eni for the protection of water resources and biodiversi-ty; Development of a single integrated methodology for environmental analysis, impact/risk assessment for the environment and organisation, including type 231, applicable in Italy and abroad; application of Environmental Golden Rules.",0,og
"Eni and sustainable finance 21 Eni is strongly committed to playing a key role in sustainability and over the past seven years has built a business model that puts sustainability at the heart of every business activity, including its financial strategy, and believes that the develop-ment and use of sustainability-linked financial instruments can help promote the energy transition process towards a low carbon future.",0,og
"Stakeholders and our sustainability frame Before we launched our new people and planet aims in March 2021, we undertook an extensive engagement process with different stakeholder groups to test the aims as they were being developed.",0,og
Sustainability requirements are integrated into technical specifications and tender evaluations through the adoption of reward mechanisms.,0,og
"The Committee is headed by an independent member of the Board of Directors Consider and approve decarbonization and climate change adaptation measures Creates a unified corporate position and prepares recommendations to the management bodies of PJSC LUKOIL on various sustainability aspects, including decarbonization and climate adaptation issues, as well as in areas for improvement non-financial reporting preparation process.",0,og
The Corporate Secretary is involved in promoting the Company's best practices to the expert and scientific community and speaks at professional forums dedicated to sustainable development and the ESG agenda.,0,og
"The Global Issues Committee (GIC), an executive-level sub committee, oversees Chevrons policies and positions on sustainability issues and practices.",0,og
"Target energy conservation programs are planned for the medium and short-term, the results of their implementation through the year are being assessed, and target indicators for the next period are being adjusted.",0,og
"OMV Petrom Executive Board members regularly discuss current and upcoming environmental, climate, and energy-related policies and regulations, related developments in the fuels and gas market, the financial implications of carbon emissions trading obligations and progress on achieving sustainability-related targets.",0,og
Delivery of compensation is mitigated by acontractual obligation for the Executive Director to seek alternative employment and Shells ability to implement phased paymentterms.,0,og
The use of partnership throughout Suncors 2020 Report on Sustainability does not necessarily mean a partnership in the legal context.,0,og
"This scope was anchored in the identification established in Decree 6040/2007, which institutes the National Policy for the Sustainable Development of Traditional Peoples and Communities.",0,og
Importance of the regulatory framework Sustainable biofuels and renewable hydrogen are just two examples of the development opportunities that a hybrid solution combining different types of decarbonization technologies can offer to European industry.,0,og
This is considered part of Sustainable Development Goal 3: ensure healthy lives and promote well-being for all at all ages.,0,og
"The Public Policy and Corporate Responsibility Committee (PP&CR Committee) assists the board by providing oversight on environmental, health, safety, security and sustainability risk management and performance.",0,og
"In the 2020 Sustainability Report, the numbers of employees and respective percentages were only from the Petrobras Parent Company.",0,og
Driving the Energy Transition in SE Europe is our strategic ambition and the core of our sustainability efforts.,0,og
"We comply with its disclosure requirements on a voluntary basisand expect to come into scope following the adoption of the EUs proposed Corporate Sustainability Reporting Directive, which would extendthe reporting obligation to third-country issuers like Shell that listonEuropean exchanges.",0,og
"The last two are backcasting scenarios which, by pursuing the main energy objectives of sustainable development (including full access to energy and limiting the temperature increase to well below 2C), identify in reverse all the actions needed to achieve them.",0,og
Sustainability is one of the most highly valued sections.,0,og
"In performing its sustainability duties, the BoD has been supported, since 2014, by the Sustainability and Scenarios Committee (SSC), which provides information, makes proposals and provides advice on scenarios and sustainability, for example in the areas of climate transition and the protection of rights, in particular human rights.",0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 80 Employees PetrOmbudsman PetrOmbudsman Department-Out-of-the-box vector of change PetrOmbudsman Department helps people deal with workplace conflicts and encourages them to share ideas, find ways to improve their business and career processes, and facilitate communication with the company.",0,og
"Sustainability at Petrobras 35 In line with our purpose, we remain committed to adopting a governance model that allows for a balance between efficiency and control, through the optimization of our corporate structure, focusing on the competitive environment, strengthening the decision-making process, with security and speed and to be a reference in the adoption of digital technologies.",0,og
"How stakeholders were considered The Board considered the impact of decisions related to new business opportunities and divesting from existing opportunities in the context of sustainability, supply, regulations, and carbon intensity.",0,og
We plan Our Water Management Plans aim to allow sustainable long-term production with minimal effects on the environment and to mitigate the impact related to water withdrawal.,0,og
"Therefore, the EU Taxonomy Regulation will play an important role in scaling up sustainable investments and implementing the European Green Deal.",0,og
ACCESS TO WATER AND SANI-TATION EDUCATION COMMUNITY HEALTH Ensuring the availability and sustainable management of water and sanitation for the local population.,0,og
Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 10 17 18 19 20 Clean cities and corporates Our aim 10 is to launch a new team to create integrated clean energy and mobility solutions.,0,og
Information about our sustainability strategy can be found in the chapter Sustainability at Petrobras.,0,og
"MARCH Open-es, Eni's digital platform dedicated to sustainability in industrial supply chains and open to all companies involved in the energy transition process, is online.",0,og
Potential material impacts on the organisation Lower demand and margins for oil and gasproducts Changing customer sentiment towards renewable and sustainable energy products may reduce demand for our oil and gas products.,0,og
We continue to partner with organizations like the World Business Council on Sustainable Development and are contrib-uting to the Global Water Solutions Project to develop new tools to strive to make more fresh water available for communities where we operate.,0,og
There is no established standard for aligning an energy suppliers decarbonisation targets with the temperature limit goal of the Paris Agreement.,0,og
Our foundations Sustainability is not new to bp.,0,og
It met three times in 2021 and discussed our plans and progress in embedding sustainability in our businesses.,0,og
"TotalEnergies conducts multiple R&D projects concerning water, such as the Sustainable Water Platform (SWAP), which aims to use renewable energy to treat and recycle rainwater and wastewater.",0,og
"For more details on these initiatives, see the Global Sustainability Plan.",0,og
"Performance and progress This report sets out our performance against those aims where we have clear targets and goals, as well as our progress in the areas that are less well defined.",0,og
"Financial materiality shows the performance, developments and position of the Company through its strategy, the sustainability risk map, Company leader consultations with representatives from all areas and businesses of the company, including the Executive Committee, and consultations with investors, shareholders and financial institutions.",0,og
Roles and responsibilities bp is responsible for the preparation of the sustainability information and statements contained within the Reports.,0,og
One of the main outcomes of the STFs work is the development of the LUKOIL Group Sustainability Policy.,0,og
"Oversees management of sustainability issues and practices, including: Energy transition Lobbying and trade association activity ESG reporting Revenue transparency Human Capital Management Human rights Receives regular updates on these issues from internal subject matter experts in advance of quarterly meetings.",0,og
Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting 1 2 3 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 Net zero sales Our aim 3 is to reduce to net zero the carbon intensity of the energy products we sell by 2050 or sooner.,0,og
"The aims are targeted but interconnected, so delivering one aim can help us deliver others.",0,og
Message from the President and the Director of Institutional Relationship and Sustainability 4 renewables in the Brazilian electricity matrix; (iii) investing and prospecting new possibilities in products and businesses with lower carbon intensity; (iv) promoting research and development of new technologies and low carbon solutions and (v) investing in socio-environmental projects for the recovery and conservation of forests.,0,og
Eni successfully launched the first sustainability-linked bond in its sector with a nominal value of 1 billion euros.,0,og
"The lead director works with the compensation committee to oversee the annual evaluation of the CEO, the communication of resulting feedback to the CEO and the review of CEO succession plans.",0,og
"At January 1, 2021 Repurchases of shares Share-based compensation At December 31, 2021 At January 1, 2020 Repurchases of shares Share-based compensation At December 31, 2020 If any amount was paid by Shell Transport or BG by way of a dividend onthe dividend access shares and paid by the Trustee to any holder of Bshares, the dividend which the Company would otherwise have paid onB shares was reduced by an amount equal to the amount paid to suchholders of B shares by the Trustee.",0,og
Respect for human rights and community relations Due diligence management model Employee training on human rights policies or procedures Appendix V: Further information on Sustainability Sustainability indicators-Human rights and community relations Human rights Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening Section 5.,0,og
Activities on sustainable water management under the ESP have been integrated into the Clean Water subprogram.,0,og
Chevrons philosophy is to offer compelling career opportunities and a competitive total compensation and benefits package linking compen sation to individual and enterprise performance.,0,og
GRI/SASB disclosure index This Report on Sustainability has been prepared in accordance with: The Core option of the Global Reporting Initiative (GRI) Standards with additional use of the GRIs Oil and Gas Sector Disclosures.,0,og
"Actual future results, including financial and operating performance, returns to investors and other areas of financial and operating performance, future global energy supply, demand growth and mix, the impacts of the COVID-19 pandemic and its impact on global demand, future distributions, proved and other reserves, reserve and resource additions and recoveries, the future effectiveness of safety, health, environmental and other sustainability risk and impact management processes, efficiency gains, and the timing and impact of future technologies on capital efficiency, production and greenhouse gas emissions could differ materially due to factors, including: Changes in global or regional demand, supply and pricing for oil, natural gas, chemicals, feedstocks and other pricing factors affecting the oil, natural gas, petroleum and petrochemical industries such as regional or global supply and demand imbalances and differentials; Political and regulatory factors, including war, government responses to separate waves of the COVID-19 pandemic, security disturbances, national tax policies, trade policies, environmental policies and the impact of international accords and treaties; Changes in population size, purchasing power and consumer preferences; The timely completion of current exploration, development and construction projects; Actions of competitors, including the development of competing product or emission technologies; The outcome of current and future research efforts and the ability to bring new technologies to commercial scale on a cost-competitive basis; Technical and operating factors; and; Other factors discussed in the document, Factors Affecting Future Results.",0,og
"Sustainability at Petrobras 32 Our 2022-26 Strategic Plan (PE 2022-26) features four top metrics (VAZO, IAGEE, TAR and Delta EVA) that quantify the attributes of the vision and provide more explicit guidance on our key short-term goals.",0,og
"SDGs: 1 2 3 4 6 8 10 16 17 SUPPLIERS Develop a sustainable supply chain, generating and transferring value to all stakeholders through the Sustainable Procurement Programme.",0,og
"We do not adopt specific compensation mechanisms for members of senior management, such as attraction bonuses or payments for recruitment incentives, nor payments for terminations and refund of amounts paid (clawback).",0,og
"As an earth scientist, Sir Andrew has consistently pursued sustainable action on climate change in the interests of access to affordable energy and global development.",0,og
Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting 1 2 3 4 4 5 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 NOJV activities Our work to collaborate with and influence our NOJVs on methane management is coordinated through our NOJV centre of excellence.,0,og
"Responsibly managing safety and security across the value chain Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 87 Security is everybodys business To ensure that the security of our people, physical assets and intellectual property is deeply embedded in our daily operations, we have developed consistent security practices and preparedness plans, and have trained site-security contractors to meet challenges in the diverse locations where we do business.",0,og
Our reporting process is also informed by the International Petroleum Industry Environmental Conservation Associations (IPIECAs) Sustainability Reporting Guidance and our performance disclosures are aligned with the Value Reporting Foundation (using the Sustainability Accounting Standards Board Standards for the oil and gas and chemical sectors) and the ACCs Responsible Care initiative.,0,og
"Our Strategy 2030 builds on a strong sustainability framework, with a clear commitment to run responsible operations, foster people and communities and leverage innovation and digitalization.",0,og
These businesses enable us to accelerate our progress towards net-zero emissions and deliver sustainable cash flow.,0,og
"The sustainability topics are re-grouped into 9 topic categories, containing a series of sub-topics to facilitate the reporting process and harmonization with the Sustainability Framework under the 2030 Strategy approved by the Executive Board at the end of 2021.",0,og
"Plastics provide significant sustainability benefits versus alternative materials and will continue to play an important role in helping society mitigate greenhouse gas emissions (see sidebar, page 13).",0,og
It includes environmental and social requirements related to our sustainability frame.,0,og
"For example, engagements in recent years have resulted in enhancements to Oxys practices and disclosures regarding environmental matters, including the content of our climate reports; matters related to corporate governance, including the adoption of proxy access, and the amendments to our charter to, among other things, facilitate shareholders ability to act by written consent and call special meetings; and the executive compensation program, including the design of the long-term incentive program.",0,og
We have been publishing sustainability reports since 2005.,0,og
"These targets are considered commercially sensitive and will be disclosed retrospectively, with annual updates on progress.",0,og
"As part of our commitment to sustainability in all facets of our business, Oxy strives to diligently identify and address our key ESG risks and opportunities.",0,og
"A Commitment to a Decent Wage for All In October 2021, the Company pledged that, by December 31, 2022, no employees direct compensation would fall below the decent wage in that workers country or region of employment, regardless of the business sector or entity in which he or she is employed.",0,og
"This unit coordinates and supervises in to and related activities the main sustainability issues (such as, for example, the overall approach to sustainable development and local development, human rights, related national and international collaborations and partnerships, reporting disclosure of sustainability), collaboration with the various central and local staff and business functions.",0,og
Our objective for this aim is to define our sustainable procurement policy and set long-term aims by 2023.,0,og
"Opinion of the RSPP Non-Financial Reporting Council Opinion of the Russian Union of Industrialists and Entrepreneurs Non-Financial Reporting, ESG indices and sustainability ratings Council on the Public Assurance Review Results of the Sustainability Report of the LUKOIL Group for 2021 The Russian Union of Industrialists and Entrepreneurs Non-Financial Reporting, ESG indices and sustainability ratings Council (RSPP) (hereinafter, the Board) has reviewed the Sustainability Report for 2021 (hereinafter, the Report) of LUKOIL Group (hereinafter, the Company, the Group, LUKOIL).",0,og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 93 As one of the key focus areas for our inclusion and diversity program, technology can help bring awareness and reduce bias as it exposes everyone to different behaviours and attributes outside of our day-to-day.",0,og
"Corporate Volunteering OMV Petrom employees are encouraged to play an active part in sustainability initiatives, including by volunteering.",0,og
"Sustainability Framework Material topics categories SDGs Transition to low carbon business Climate change and Energy transition Run Responsible operations Health, Safety and Security Environment Business Principles & Economic Impacts Supply chain Employees Foster People & Communities Community Relations Human Rights Leverage Innovation & Digitalization Circular economy and Innovation We already started on this journey, with investments for our transition to low and zero carbon products, recognizing the need to limit our industrys impact on climate change.",0,og
For sustainability this includes a measure related to sustainable emissions reductions.,0,og
"This line aims at contributing to maintaining the sustainability of the business, as we prioritize environmental issues relevant to it and bring about positive socio-environmental changes in the places where we operate and, more broadly, in society.",0,og
We respect water as a precious limited resource and focus on its sustainable use We are committed to meeting all applicable legislative requirements or our internal regulations whichever is more stringent Water management is a key component of our social license to operate.,0,og
"The further development of the corporate governance system through the integration of ESG factors and sustainability management objectives into business processes and strategic planning is reported, and the topics considered at meetings of the Board of Directors and its committees are disclosed.",1,og
Oxy strives to implement sustainable business practices across all of our business units.,0,og
The contribution to the achievement of this public interest must be compatible with our corporate purpose and market conditions and must not jeopardize our profitability and our financial sustainability.,1,og
"Therefore, conservation and protection is a key factor in achieving sustainable development and ensuring that the benefits provided by these ecosystems, and specifically biodiversity, are safeguarded for present and future generations.",0,og
The corporate headquarters is a sustainable and 100% accessible workspace.,0,og
"Thisallowed the Committee to oversee effectively and thoroughly the practices and performance of the Company with respect to safety, environment including climate change, and broader sustainability.",0,og
"The questions address topics such as safety goals, Indigenous relations/participation, climate change, human rights, inclusion and diversity, community investment, social innovation, and sustainability embedding.",0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes Talent attraction and retention 83 Employees Attracting and retaining talents is a top priority for our business and we are continuously working on developing strategies and programs to make sure we build a team of remarkable professionals, eager to contribute to OMV Petroms growth.",0,og
"An important milestone in 2021 was the publication of the SDG Roadmap for the oil and gas sector, developed by IPIECA and the World Business Council for Sustainable Development (WBCSD).",0,og
"Executive bodies inform the Board of Directors of significant developments, risks, and opportunities related to sustainability objectives and ESG factors.",0,og
"For the Exploration and Production and Renewable Electricity Generation businesses, the Company decided to use as a reference the macro conditions for the changes in demand for crude oil and natural gas and renewable electricity generation envisioned in the Sustainable Development Scenario (SDS) and Net Zero Emissions (NZE) scenario of the International Energy Agency (IEA).",0,og
"Land use and biodiversity Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 67 Imperial operates in a variety of ecosystems, some with sensitive characteristics.",0,og
Theoutcome was broadly on target.,0,og
About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes Supply Chain 72 Supply Chain Why is this important?,0,og
We believe that integrated and proactive risk management is essential for delivering safe and sustainable results.,0,og
"Detailed descriptions of corporate conduct standards, including business ethics principles, antitrust policy, anti-corruption measures and other issues are available on the Sustainability / Ethics and Statutory Compliance section of our website.",0,og
The Corporate Secretary is the head of the Sustainability / ESG Task Force of the National Association of Corporate Secretaries.,0,og
"FLARING Oxy is committed to reducing natural gas flaring, and we have set a target to eliminate all routine flaring from our operations by 2030.",0,og
"It is supported by relevant aspects of our commitment to health, safety, security and environmental (HSSE) performance, our sustainability frame, our biodiversity position and our internal group requirements and guidance, including those comprising OMS.",0,og
Informed by a number of sustainability reporting frameworks to determine relevance.,0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 34 Health, Safety, Security Health, safety, security (HSSE) in our operations are vital values and an integral part of our commitment to responsibly conducting our business.",0,og
"The text of the Report contains links to the corporate website and other sources of corporate information, which disclose detailed information on specific topics of sustainable development.",0,og
Sustainability at Petrobras 33 INVESTMENTS TO STRENGTHEN OUR POSITIONING IN LOW CARBON Another top metric we have is related to the volume of oil and oil product leaks (VAZO).,0,og
Targets and expected timing to achieve targets and strategies are subject to change without notice due to a number of factors.,0,og
"The actions envisioned in the plans, both locally and globally, are aimed at improving performance and minimizing the impact of the identified sustainability risks.",0,og
This is why we have decided to involve our entire supply chain in Sustainable Programmes that aim at a fair transition path without leaving anyone behind.,0,og
"EU TAXONOMY REGULATION The EU Taxonomy Regulation, adopted by the European Union in 2020, isdesigned to encourage investment in an environmentally sustainable economy by creating uniform definitions of sustainability for investors.",0,og
"To deter mine which metrics to include, we consider the reporting guidance, indicators and terminology of the SASB, Task Force on Climate-related Financial Disclosures (TCFD), Sustainability Reporting Guidance for the Oil and Gas Industry (2020) by Ipieca, the International Association for Oil & Gas Producers and the American Petroleum Institute, as well as other leading reporting frameworks.",0,og
"Shell is not incorporating by reference intothisReport any information posted on or in the Shell Sustainability Report, Tax Contribution Report, Industry Associations Climate Review or our report on Payments to Governments.",0,og
"Both Chevron and CPChem hold certifications through International Sustainability and Carbon Certification PLUS, a globally recognized sustainability certification system for renewable feedstocks.",0,og
"Compensation for the forfeiture ofany awards under variable remuneration arrangements Recruitment Remuneration package Approach Component The salary, benefits, annual bonus, long-term incentives and pension benefits will be Ongoing remuneration positioned and delivered within the framework of the Executive Directors remuneration policy.",0,og
"Our portfolio management includes continuous and integrated analysis of our assets, ensuring our sustainability in the short term and generating value and competitiveness over the medium/long term.",0,og
"The public selection processes in our parent company are carried out with equal compensation for men and women and, according to Brazilian legislation, 20% of vacancies are reserved for black candidates and a minimum 5% for people with disabilities.",0,og
O The Memorandum of Understanding (MoU) signed by UNESCO and Eni aims to promote local sustainable development through various areas of collaboration.,0,og
Some investors mentioned that they would like to see targets for cutting absolute emissions rather than just reducing net carbon intensity.,0,og
"This included a series of targets and commitments under the goals of achieving net-zero emissions, respecting nature, and powering lives.",0,og
We list the material issues for the full Sustainability Report below.,0,og
"Professional team undergoing continuous training, subject to a common compensation policy and with a contingency plan for key positions.",0,og
"One of our employees is seconded to work within the SMI, and in January 2021 we also supported the Terra Carta, a decade-long roadmap to guide collective effort on sustainability.",0,og
"In 2022, we will start reviewing our internal standards and practices in the context of our sustainability frame.",0,og
"Sustainability in our governance We are strengthening the ways in which we build sustainability into our wider governance structure and practices, reinforcing work done over many years.",0,og
"It encourages increased channelling of investments by companies, investors and policymakers to where they are most needed for sustainable development.",0,og
Information is available on the website in the section Sustainability / Sustainable development management.,0,og
"The Report presents the UN Sustainable Development Goals, the corresponding areas of the Company's activities and indicators.",0,og
"Once the Strategic Plan is nalised, the process requires the denition of sustainability managerial objectives assigned to all senior managers (MBO-Management by Objectives).",0,og
"The Terms of Reference for our Safety, Environment and Sustainability Committee also include, within the Committees remit, the review and consideration of external stakeholder perspectives and how major issues of public concern that could affect Shells reputation andlicence to operate were or are being addressed.",0,og
"It highlights the Companys commitment to advancing sustainable, effective solutions that address the worlds growing demand for energy and the risks of climate change.",0,og
"Improving the operational and energy efficiency of our processes, accelerating the development of renewable sources and circular economy products, harnessing our expertise and the power of supercomputing are key levers for achieving our sustainability objectives.",0,og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 55 TCFD framework This report is aligned with the core elements of the framework developed by the Financial Stability Boards Task Force on Climate-related Financial Disclosures (TCFD), designed to encourage the informed conversation society needs on these important issues.",0,og
"For information on the share-based compensation plans for Executive Directors, see the Directors Remuneration Report on pages 166-170.",0,og
"Employee costs are reported in our annual report under OS&G and include salaries, benefits and share-based compensation.",0,og
"We also have targets to reduce the net carbon intensity of the energy products we sell, as measured by Shells Net Carbon Footprint, using 2016 as our baseline year.",0,og
The material topics for 2021 are: corporate governance and accounting for ESG factors and sustainability issues; climate change; safety (occupational health and safety); environmental protection; employee well-being and engagement with society.,0,og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 105 Investing in communities Creating lasting relationships to build strong, resilient communities Community investment If this challenging time has reinforced anything, its the power of community.",0,og
The Sustainability Framework covers all relevant sustainability material topics as resulted from the materiality analysis conducted in November 2020.,0,og
"In particular, each household whose primary residence is relocated may choose between a new residence or monetary compensation.",0,og
"The preparation of strategic decisions and corporate documents, as well as interaction with stakeholders, receive sufficient attention due to the work of the committees of the Board of Directors, Corporate Secretary, and sustainability task forces and that on decarbonization and adaptation to climate change.",0,og
Both of these are aims in our sustainability frame.,0,og
Our community investment strategy Our community investment decisions are focused on creating shared value in three priority areas: Innovation & sustainability Indigenous leadership & capacity building Strong & prosperous communities Meeting the dual energy challenge requires inspired and creative thinking.,0,og
"Chevron Strategy and Sustainability continues to steward the companys long-term strategy by integrating climate change, energy transition and other sustainability themes into macroeconomic forecasting, supply-and-demand forecasting, price forecasting, portfolio modeling and competitor intelligence.",0,og
"In addition to organizations described in earlier sections of the report, Oxy is an active participant in the following leading sustainability organizations.",0,og
"The most popular international ratings in the area of sustainable development, top-requested by the investment community, were analyzed; the Company improved its positions in the ratings.",0,og
"MESSAGE FROM MARIE-CHRISTINE COISNE-ROQUETTE, Lead Independent Director and Chairwoman of the Governance and Ethics Committee Governance: A Board of Directors on the Front Line orporate stakeholders have increas-ingly high expectations concern-ing sustainable development.",0,og
"The target audience includes educators, students, community leaders and the public.",0,og
"We believe that Oxys proactive GHG emission reduction projects under the new sustainability metric will complement our development of innovative CCUS, Direct Air Capture, zero-emissions power and other technologies to further accelerate our pathway to net-zero.",0,og
"Safety, operational excellence and sustainable development go hand in hand.",0,og
"For the purposes of the Waste Sustainability Commitment Zero growth of process waste by 2025, the reference value (2018) is maintained and remains at 120 thousand tons.",0,og
"About this Report CEO Statement OMV Petrom Group Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Transition to low carbon business Responsible operations People & Communities Innovation & Digitalization Performance in detail Annexes 16 Mapping our specific Sustainability Risks Risks and Opportunities Same as the entire oil and gas industry, OMV Petrom is exposed to a variety of risks including market and financial risks as well as operational and strategic risks.",0,og
"Labor pay (including labor pay, estimated liabilities, compensation and incentive payments, pension insurance, voluntary health insurance, voluntary accident insurance).",0,og
"Our compensation is defined through a compensation policy approved by the Board of Directors, and represents an instrument for attracting, engaging, and retaining talent, in accordance with the Public Selection Processes (PSPs) for hiring employees and current legislation, being competitive and aligned with our performance culture.",0,og
"The financial sustainability of suppliers is considered as part of this process, and the proportion of suppliers total revenue that is derived from business with Klpierre may not exceed 22%.",0,re
"This maximum amount is capped (subject to the application of an increase based on the growth rate of the AGIRC point value) at 7,122, and no increase in the conditional rights may vest in respect of seniority or increases in compensation after December 31, 2000.",0,re
Percentage of new developments that are certified sustainable (LEED or equivalent) TARGET PERFORMANCE SUBMETRIC WEIGHTING* RATIONALE FOR METRIC 20% 10% 10% 350 MW installed in 2022 (22% year over year increase) 67% of O&M portfolio using LED (10% more than year-end 2021) 95% of new developments certified sustainable Advances our solar program as a customer centric energy solution and ancillary revenue source Advances our LED lighting program as a customer energy solution and is critical to achieving our Science-Based Target Obtaining third-party verification of our sustainable building practices ensures accountability.,0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary GROUP CEO STATEMENT agenda.",0,re
"After examining the main achievements, the Supervisory Board decided, on the recommendation of the Nomination and Compensation Committee, that the target attained was 100%, corresponding to 15% of Jean-Michel Gaults fixed compensation.",0,re
The performance targets are set at realistic yet stretched levels each year to motivate a high degree of business performance with emphasis on both shorter-term and longer-term quantifiable objectives.,0,re
"It should be noted that, in accordance with the recommendations of the AFEP-MEDEF Code, the members of the Executive Board were not present during the deliberations of the Supervisory Board regarding their compensation.",0,re
Approval of the components of compensation paid during or allotted for fiscal year 2021 to the Chief Financial Officer and Executive Board member; 17.,0,re
"Our values and our sustainability program guide our actions and supports FCRs strategy of creating thriving urban neighbourhoods to generate value for businesses, residents, communities and our investors.",0,re
"Criteria applied by CDL In preparing the report, CDL applied the GRI Sustainability Reporting Standards (GRI Standards), SASB Real Estate Industry Standard (Criteria).",0,re
"To engage and empower internal stakeholders with knowledge to support corporate advocacy efforts for a Safe and Green culture, CDL provides sustainability-related training through EHS training and awareness programmes.",0,re
The scope and approach for each strand of reporting is outlined in our Sustainability Basis of Reporting 2021.,0,re
Absolute stock market performance of Klpierre (TSR) Relative stock market performance versus a panel of comparable companies (TSR) Internal performance (change in shopping center net rental income) CSR performance (a) Short-term compensation is equal to the sum of fixed compensation and short-term variable compensation when the target is fully met.,1,re
They are influenced by our stakeholders and by frameworks such as the UN Sustainable Development Goals (SDGs).,0,re
"Developing Sustainable Communities TCFD, CDSB & SASB Disclosures Assurance Statements GRI Content Index Glossary DEVELOPING SUSTAINABLE COMMUNITIES Women Empowerment Key Initiatives Key Initiatives Outcomes and Impact Outcomes and Impact CELEBRATING WOMEN CHAMPIONS IN SUSTAINABILITY, 10 MARCH 2021 CDLs Virtual SSA and Women4Green Network celebrated International Womens Day and its theme #ChooseToChallenge with our first hybrid event since the start of COVID-19.",0,re
