words,category
"As part of efforts to promote sustainability practices among business partners in emerging countries, the revised guidelines were published in Chinese as well as English and Japanese.",auto
"To help suppliers review their corporate activities from a sustainability perspective and take sustainability actions, the guidelines explain expected practices in 26 categories across the following five areas: 1.",auto
Supply Chain Management GRI103-1 GRI103-2 GRI103-3 GRI308-1 GRI414-1 Nissan has been working to improve its supply chain through activities including third-party assessment of suppliers sustainability activities and sustainability training for workers in its purchasing department.,auto
"Evaluation of Suppliers Sustainability Practices, Monitoring and Auditing We confirm suppliers acceptance of the Renault-Nissan CSR Guidelines for Suppliers and check their environmental management systems and their willingness to advance environmental activities with us at the time of selection.",auto
In 2016 the Renault-Nissan alliance began third-party assessment of suppliers sustainability activities to raise standards through mutual confirmation.,auto
We also conduct sustainability training in our purchasing department to ensure that employees conduct checks of suppliers sustainability activities in their daily work.,auto
"We therefore address sustainability with the following measures: (1) confirming supply risks under normal circumstances; (2) following up annually on quality, cost, delivery, development and management (QCDDM) performance and (3) working with suppliers to craft response plans for natural disasters to ensure production continuity or early restoration of capacity.",auto
"Agreeing with the spirit of this legislation and aiming to heighten sustainability awareness, Nissan established a policy against use of conflict minerals and published related information on its website.",auto
"LABOR PRACTICES RESPECTING THE RIGHTS OF WORKERS Policies and Philosophy on Respecting the Rights of Workers Management That Respects the Rights of Workers Achievements in Respecting the Rights of Workers Policies and Philosophy on Respecting the Rights of Workers GRI102-12 GRI102-13 GRI103-1 Nissan has been a member since 2004 of the United Nations Global Compact advocating universal principles on human rights, labor, the environment and anti-corruption, and promotes the management of sustainability strategies pursuant to the compacts ten principles.",auto
"Through communication with employees and shared awareness of sustainable growth, we are moving as one in driving the business forward.",auto
"In fiscal 2018, topics such as the Japanese market and Nissan Sustainability 2022 were discussed during three MTP follow-up sessions.",auto
"The Sustainability Development Department at Nissans Global Headquarters in Japan formulates policies, and then management decides which to set in motion.",auto
Company Organization for Community Engagement The Sustainability Development Department at Nissans Global Headquarters in Japan is responsible for developing Nissans corporate social contribution policies.,auto
These are discussed and approved by the Global Sustainability Steering Committee and shared throughout Nissans global operations.,auto
The programs target older elementary school students and are conducted by Nissan employees.,auto
"We encouraged employees worldwide to participate, making this a sustainability initiative on a global scale.",auto
"UGL gives children the opportunity to think and learn about environmentally friendly, sustainable lifestyles, connecting these with their own experiences.",auto
We will conduct our business while considering societys expectations and our social responsibilities and devote ourselves to the development of a sustainable society by aiming for sustainable growth of our business.,auto
"To be a sustainable company, Nissan must display a high level of ethics and transparency, as well as a strong foundation for the organization.",auto
Compensation Committee System The Compensation Committee has the authority to set policy regarding decisions on the content of the compensation received by individual directors and executive officers as well as the actual content of the compensation received by individual directors and executive officers.,auto
"The Board of Directors appoints exclusively independent outside directors to the Compensation Committee, including its chair.",auto
"As of June 25, 2019, the Compensation Committee consists of four directors, all of whom are independent outside directors.",auto
"We periodically monitor the impact of these scenarios to secure future profitability and sustainable growth, as well as updating our future lineup plan periodically based on the results.",auto
Business Ethics GRI102-16 GRI102-17 GRI419-1 Business Ethics: Policies and Philosophy Employees and Compliance Nissans sustainability efforts are based on each employees ability to do his or her job with a high level of integrity.,auto
SUSTAINABILITY REPORT 2019 EDITORIAL POLICY GRI102-46 Nissan publishes an annual Sustainability Report as a way of sharing information on its sustainability-related activities with stakeholders.,auto
"This years report introduces Nissans sustainability strategy and management based on Nissan Sustainability 2022, the sustainability strategy adopted in June 2018, and reviews the results achieved in fiscal 2018 in terms of three aspects (important sustainability topics): Environmental, Social and Governance, or E, S and G for short.",auto
Report themes (important sustainability topics) are selected on the basis of potential impact on our business activities and level of interest from stakeholders.,auto
The complete guideline table for the GRI Standards for sustainability reporting is available.,auto
"Date of Previous Report Sustainability Report 2018, issued July 31, 2018.",auto
"Forward-Looking Statements GRI102-51 GRI102-52 GRI102-56 GRI102-48 This Sustainability Report contains forward-looking statements on Nissans future plans and targets and related operating investment, product planning and production targets.",auto
There can be no assurance that these targets and plans will be achieved.,auto
The GRI guidline table shows published/ disclosed information on the sustainability report and Nissan global website.,auto
The Alliance: World Business Council for Sustainable Development Membership Social: Labor PracticesRespecting the Rights of Workers (Policies and Philosophy on Respecting the Rights of Workers) 102-12 External initiatives 102-13 Membership of associations 2.,auto
"As awareness of the social issues identified in the sustainable development goals increases, the roles and social responsibilities of companies are evolving.",auto
"A: Nissan NEXT is our plan for ensuring that our performance recovers, and for developing a strong foundation for sustainable growth and value creation.",auto
"We now intend to ensure sustainable growth while contributing to a sustainable society, rather than just pursuing growth through scale.",auto
"Senior Vice President, Chief Sustainability Officer Guiding Nissan toward sustainability Under the Nissan Sustainability 2022 plan, Nissan clearly defined its activities in the areas of the environment, social, and governance.",auto
"Work within this sustainability strategy began in fiscal year 2018, and Nissan is on track to reach our sustainability goals by fiscal year 2022.",auto
"Contents CEO Message CSO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors implementation, Nissan created the position of chief sustainability officer (CSO) in 2016.",auto
The CSO is also responsible for interacting with stakeholders and communicate what Nissan(cid:96)s contribution to sustainability.,auto
"Through promoting our sustainability strategy in all aspects of our business, we are striving to make the world cleaner and safer.",auto
My role as the CSO is to guide the entire organization toward sustainability and manage all activities with the support of Global Sustainability Steering Committee.,auto
The Global Sustainability Steering Committee is an effective forum through which to drive our sustainability strategy across Nissan(cid:96)s global operations and implement the plan in each market.,auto
"The committee focuses on the progress of Nissan Sustainability 2022 and discusses issues and impediments for achieving the goals, and emerging societal challenges.",auto
For Investors competitiveness of Nissan(cid:96)s sustainability initiatives.,auto
"Contents CEO Message CSO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors To enhance corporate governance, in June 2019 Nissan adopted a three statutory-committee (nomination, compensation and audit) format.",auto
Contents CEO Message CSO Message Corporate Purpose / Corporate Purpose / ESG Highlights ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors EEnvironmental Scenario Analysis for Strengthening Climate Strategy GRI102-15 GRI102-29 GRI201-2 GRI203-1 GRI203-2 Nissan's environmental efforts have achieved continuous results by consistently reaching milestones back-casted from our Long-term Vision.,auto
Contents CEO Message CSO Message Corporate Purpose / Corporate Purpose / ESG Highlights ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Materiality Analysis in Respecting Human Rights Nissan is a signatory of the United Nations Global Compact and is also informed by the Universal Declaration of Human Rights as well as the International Labor Organization (ILO)(cid:96)s Declaration on Fundamental Principles and Rights at Work and acts in accordance with the United Nations Guiding Principles on Business and Human Rights.,auto
"In November 2019 we worked with Business for Social Responsibility (BSR), a US organization promoting sustainability, to conduct a human rights assessment at Nissan South Africa (Pty).",auto
"Contents CEO Message CSO Message Corporate Purpose / Corporate Purpose / ESG Highlights ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Initiatives Related to Supplier Labor Conditions: Responsible Minerals Sourcing Nissan(cid:96)s goal is to conduct ethical, social and environmentally conscious business practices at every level of our supply chain in global markets.",auto
"Contents CEO Message CSO Message Corporate Purpose / Corporate Purpose / ESG Highlights ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GGovernance Governance Structure Transformation GRI102-18 GRI102-19 GRI102-22 GRI102-23 GRI102-24 GRI102-35 GRI102-28 Nissan transitioned to a company with three statutory committees on June 25, 2019, by establishing a Nomination Committee, a Compensation Committee and an Audit Committee.",auto
Contents CEO Message CSO Message Corporate Purpose / Corporate Purpose / ESG Highlights ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Committee Activity FY2019-Compensation The Compensation Committee has the authority to determine the policy on decisions on the content of the compensation for individual directors and executive officers and the contents of the compensation for individual directors and executive officers.,auto
"In addition, the Compensation Committee has the authority to determine the specific amount for each individual director and representative executive officer.",auto
The auto industry has a major role to play in the sustainable development of society even as it continues to undergo a major transformation.,auto
"The Board of Directors will fulfill its mission to contribute to Nissan(cid:96)s return to a growth trajectory and the ongoing development of society and the company, in other words, further enhancing sustainability.",auto
"Lives Societal Issues Analysis and Identification of Key Issues At Nissan, top management regularly discuss key societal and environmental themes in order to determine which key issues Nissan and all its Group companies should address as both a global corporation and an automobile manufacturer, and then ensure that the results are reflected in its sustainability strategy.",auto
"To allow Nissan to lead in responding to these social trends and providing new value through innovation, the company has formulated a sustainability strategy in 2018 called Nissan Sustainability 2022.",auto
"Under Nissan Sustainability 2022, Nissan clarifies its activities in terms of the ESG (Environmental, Social and Governance) aspects.",auto
Nissan Sustainability 2022 also outlines Nissan(cid:96)s initiatives toward contributing to the sustainability of society as well as its own sustainable growth as a company.,auto
"To this end, the company will work together by growing as Driving Innovation to Enrich Peoples Lives Corporate Purpose Realizing a zero-emission, zero-fatality society Nissan Sustainability 2022 E Environmental S G Social Governance an inclusive organization that supports a diverse range of employees in demonstrating their abilities and developing as professionals over the medium and long term.",auto
Supply chain (cid:638)Nissan will establish a sustainable supply chain with due regard to human rights and the environment.,auto
"Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Selecting Key Report Themes To share the company(cid:96)s sustainability activities and the thinking behind them to as broad an audience as possible, each year Nissan publishes a Sustainability Report.",auto
"For Investors GRI102-11 GRI102-26 GRI102-27 GRI102-28 GRI102-31 GRI102-32 GRI103-2 GRI103-3 INTERNAL EFFORTS TO PROMOTE SUSTAINABILITY Company-wide management of specific activities under Nissan(cid:96)s sustainability strategy, from setting goals to monitoring progress, is the responsibility of the Global Sustainability Steering Committee chaired by the company(cid:96)s Chief Sustainability Officer (CSO).",auto
"Discussions at the Global Sustainability Steering Committee are reported and proposed to the Executive Committee (EC), Nissan(cid:96)s highest decision-making body, which then uses that information to make decisions on sustainability policies and future initiatives.",auto
"For Investors GRI102-16 GRI102-31 GRI102-47 GRI103-2 GRI103-3 LONG-TERM VISION AND GOALS FOR 2022 In promoting its sustainability strategy, Nissan Sustainability 2022, Nissan has established goals that must be achieved by 2022 in accordance with initiatives for each of the ESG (Environmental, Social and Governance) aspects.",auto
"In achieving goals for each of the initiatives and realizing our Long-Term Vision, we are aiming to achieve both our own sustainable growth and the sustainable development of society.",auto
"For Investors GRI102-29 GRI103-2 MANAGING THE ADVANCEMENT OF SUSTAINABILITY PDCA Cycle to Promote Sustainability At Nissan, sustainability activities are promoted through the PDCA (plan, do, check, act) cycle.",auto
PDCA Cycle Internal management Plan Nissan's Global Sustainability Steering Committee and Executive Committee dene overall direction and measures for the company's sustainability activities.,auto
"Do Based on the decisions of the two committees, the divisions represented in the Global Sustainability Steering Committee take action and manage progress.",auto
"Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Derwent Top 100 Global Innovators 2020 For the seventh consecutive year, Nissan was selected as one of the Derwent Top 100 Global Innovators by Clarivate Analytics.",auto
"Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution Nissan's Contribution to the SDGs to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors NISSAN(cid:96)S CONTRIBUTION TO THE SUSTAINABLE DEVELOPMENT GOALS GRI102-12 With the world population expected to reach nine billion by 2050, societies are facing a range of issues, such as climate change, poverty and ongoing urbanization.",auto
Supporting youth education Promoting understanding of sustainability Provide educational programs that make use of the knowledge and technologies built up during business activities.,auto
"Advancing diversity Creating sustainable cities Establishing resilient transport infrastructure Work to protect the environment through business activities and the provision of revolutionary products, technologies and services.",auto
For Investors SDG Goal Targets Nissan(cid:96)s Contribution Nissan(cid:96)s Approach Indicators FY2017 Results FY2018 Results FY2019 Results Reduce CO2 emissions from new cars.,auto
"We acknowledge that our activities and efforts must be continuously improved and advanced; we seek to provide greater value to society by delivering sustainable mobility for all while alleviating environmental impacts associated with climate change, natural resource dependency, water use and other issues.",auto
"These were analyzed internally in terms of opportunities and risks for Nissan with reference to the 2030 Agenda for Sustainable Development, centered on the SDGs, as well as the discussions at the World Economic Forum, the Paris Agreement adopted at the 21st Conference of the Parties (COP21) and other global agendas.",auto
"Sustainable Development Goals (SDGs), announced in 2015 as part of its 2030 Sustainable Development Agenda, set goal for climate actions.",auto
"We believe that, as part of building a sustainable mobility society, both FCEVs and EVs are viable options from an energy diversity perspective.",auto
"Above Pre-Industrial Levels and Related Global Greenhouse Gas Emission Pathways, in the Context of Strengthening the Global Response to the Threat of Climate Change, Sustainable Development, and Efforts to Eradicate Poverty.",auto
These activities are included in the (cid:108)commitment and target(cid:122) annual performance goals used at some Japanese and overseas locations.,auto
"As well as respecting the rights of all stakeholders, as a global company we conduct our business activities with a constant awareness of society(cid:96)s needs and social responsibility in order to contribute to the sustainable development of society.",auto
"Through an assessment of various business risks and opportunities, we have identified six key areas in the Social dimension as part of Nissan Sustainability 2022, and we are conducting initiatives in these areas.",auto
"We are strengthening our sustainability initiatives in all phases of our Supply Chain, from the procurement of raw materials to manufacturing, distribution, sales, and after-sales service, covering all the activities involved until the finished product reaches our customers.",auto
"For this Sustainability Report, activities within these six areas were selected to be reported on, based on an assessment of their potential business impact as well as the level of interest from stakeholders.",auto
"We are committed to delivering engaging, worthwhile and sustainable mobility to people and acknowledge that, for this to be achieved, the human rights of all stakeholders must be respected and all employees must act while upholding the highest ethical standards.",auto
"In 2018, we cooperated with Business for Social Responsibility (BSR), a US organization promoting sustainability to implement a human rights assessment, allowing us to identify four key areas of potential risk related to human rights, namely supplier labor conditions, employee labor conditions, product safety and customer privacy*1.",auto
"Employees are the driving force for the sustainable growth of Nissan, and this diverse body of employees is a valuable asset for the company.",auto
"Sustainable Growth Creating Innovation Diversity Diversity means to Embrace having diverse talents with different backgrounds such as gender, nationality, culture, age, gender identity, sexual orientation, career background, education and lifestyle.",auto
Preserves transparency and communicates information on company and local community initiatives related to sustainability and the environment.,auto
"Evaluations and advice from GLE core members and support from GLE registered members help us meet QCT (quality, cost, time) targets on every new vehicle launch.",auto
The new organization aims to help each company in the Alliance achieve sustainable performance through the steady development of the Alliance as well as through the advantage of economies of scale.,auto
We are working together with all suppliers to promote the sustainability principles set out in the Renault-Nissan CSR Guidelines for Suppliers and the Nissan Green Purchasing Guidelines.,auto
"The Alliance Environmental Social Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GRI103-1 GRI103-2 GRI103-3 GRI406-1 GRI407-1 GRI408-1 GRI409-1 GRI411-1 Supply Chain Management Policies and Philosophy Promoting Widespread Permeation through the Renault-Nissan CSR Guidelines for Suppliers To effectively implement sustainability practices worldwide, Renault and Nissan revised the Renault-Nissan CSR Guidelines for Suppliers* in December 2015.",auto
"To help suppliers review their corporate activities from a sustainability perspective and take sustainability actions, the guidelines explain expected initiatives in 26 categories across the following five areas: 1.",auto
The Alliance Environmental Social Social Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GRI103-1 GRI103-2 GRI103-3 GRI308-1 GRI414-1 Supply Chain Management Nissan has been always working to improve its supply chain through activities including third-party assessment of suppliers(cid:96) sustainability activities and sustainability training for workers in its purchasing department.,auto
Sustainability Practices Nissan has been confirming suppliers(cid:96) acceptance of the Renault-Nissan CSR Guidelines for Suppliers and check their environmental management systems and their willingness to advance environmental activities with us at the time of supplier selection.,auto
In 2016 the Renault-Nissan alliance began third-party assessment of suppliers(cid:96) sustainability activities to raise standards through mutual confirmation.,auto
We also conduct sustainability training in our purchasing department to ensure that employees conduct checks of suppliers(cid:96) sustainability activities in their daily work.,auto
"We therefore position the following measures as part of sustainability activities and implement: (1) confirming supply risks under normal circumstances; (2) following up annually on quality, cost, delivery, development and management (QCDDM) performance and (3) working with suppliers to craft response plans for natural disasters to ensure production continuity or early restoration of capacity.",auto
Nissan promotes the management of sustainability strategies pursuant to the compact(cid:96)s 10 principles.,auto
"By creating a shared awareness of sustainable growth through communication with employees, the entire organization is united.",auto
Company Organization for Community Engagement Nissan(cid:96)s corporate social contribution policies are discussed and approved by the Global Sustainability Steering Committee and shared globally.,auto
"In addition, we are working to find supplemental sources of income for local citizens, such as helping them to create, market and sell sustainable products derived from locally grown plants.",auto
"Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GOVERNANCE GRI102-15 GRI102-16 GRI102-26 GRI103-1 GRI103-2 Governance Policies and Philosophy Rapid technological advances are transforming every industry, including the automotive industry, and the global economy is undergoing a period of great change.",auto
"In addition to addressing risks and opportunities associated with climate change, we will conduct our business while considering society(cid:96)s expectations and our social responsibilities and devote ourselves to the development of a sustainable society by aiming for sustainable growth of our business.",auto
"Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GRI102-18 GRI102-19 GRI102-22 GRI102-23 GRI102-28 GRI405-1 Corporate Governance System Transformation On June 25, 2019, Nissan transitioned to a three statutory-committee format, establishing nomination, compensation and audit committees.",auto
"P020 As of March 31, 2020, the Compensation Committee consists of four directors, all of whom are independent outside directors (of whom two are women).",auto
The committee has the authority to determine the policy on decisions on the content of the compensation for individual directors and executive officers and the contents of the compensation for individual directors and executive officers.,auto
Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Audit Committee System and Authority AUTHORITY / ROLE RESOLUTION ITEMS GRI102-22 (cid:638)To audit (monitor and supervise) executive officers(cid:96) business execution and directors(cid:96) performance of their duties.,auto
Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors GRI102-22 Board Features High independent representation in board and committee composition Diversity of nationality and gender (cid:638)Majority of Board of Directors are independent outside directors.,auto
Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Executive Officer System Executive officers decide on business activities which are delegated in accordance with the resolutions of the Board of Directors and execute the business of the Nissan Group.,auto
Business Ethics Business Ethics: Policies and Philosophy Employees and Compliance Nissan(cid:96)s sustainability efforts are based on each employee(cid:96)s ability to do his or her job with a high level of integrity.,auto
Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors Business Ethics: Management Internal Reporting System for Corporate Soundness Nissan has established a globally integrated reporting system to promote thorough understanding of compliance among employees worldwide and facilitate sound business practices.,auto
"Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance Governance ESG Data Editorial Policy GRI Content Index Quick Guide For Investors With the overall aim of improving our level of internal control, we strive to conduct regular risk-assessment activities in connection with export controls in each region, create monitoring mechanisms aligned with regulatory requirements and business demands, and continually improve our operations.",auto
For Investors SUSTAINABILITY REPORT 2020 EDITORIAL POLICY GRI102-46 Nissan publishes an annual Sustainability Report as a way of sharing information on its sustainability-related activities with stakeholders.,auto
"This year(cid:96)s report introduces Nissan(cid:96)s sustainability strategy and management based on Nissan Sustainability 2022, the sustainability strategy adopted in June 2018, and reviews the results achieved in fiscal 2019 in terms of three aspects (important sustainability topics): Environmental, Social and Governance, or (cid:108)E,(cid:122) (cid:108)S(cid:122) and (cid:108)G(cid:122) for short.",auto
"GRI102-54 Date of Previous Report Sustainability Report 2019, issued September 30, 2019.",auto
"This Sustainability Report contains forward-looking statements on Nissan(cid:96)s future plans and targets and related operating investment, product planning and production targets.",auto
"Contents CEO Message CSO Message Corporate Purpose / ESG Highlights Sustainability at Nissan Nissan's Contribution to the SDGs The Alliance Environmental Social Governance ESG Data Editorial Policy GRI Content Index GRI Content Index Quick Guide For Investors Environmental GRI Disclosure Standard GRI 103(cid:639)Management Approach 2016 Reference Reason for Omission / Explanation 103-1 Explanation of the material topic and its Boundary 103-2 The management approach and its components 103-3 Evaluation of the management approach GRI 301(cid:639)Materials 2016 P047, P056, P059, P069, P072, P082, P083, P087, P096 P047, P056, P059, P062, P069, P072, P073, P074, P082, P083, P087, P096, P097, P098, P102 P047, P063, P074, P085, P087, P089, P095, P098, P102 301-1 301-2 301-3 Materials used by weight or volume P232 Recycled input materials used P089, P225 Reclaimed products and their packaging materials P089, P225 GRI 302(cid:639)Energy 2016 302-1 302-2 Energy consumption within the organization P075, P079, P218, P219, P232 Energy consumption outside of the organization P074 302-3 Energy intensity P218, P219 302-4 Reduction of energy consumption P075, P079, P218, P219 302-5 Reductions in energy requirements of products and services GRI 303(cid:639)Water 2018 P063, P064, P213 303-1 Interactions with water as a shared resource P099, P228, P232 303-2 Management of water discharge-related impacts 303-3 Water withdrawal P228 303-4 Water discharge P228, P229 GRI 304(cid:639)Biodiversity 2016 304-1 304-2 304-3 304-4 Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas Significant impacts of activities, products, and services on biodiversity Habitats protected or restored IUCN Red List species and national conservation list species with habitats in areas affected by operations P110 P110 P110 P110 GRI 305(cid:639)Emissions 2016 305-1 Direct (Scope 1) GHG emissions P074, P217, P232 Information unavailable: We have not collected the data requested.",auto
Climate Change (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 057 Air Quality (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 084 Resource Dependency (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 088 Water Scarcity (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 098 Third-Party Assurance (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 102 Strengthening Our Business Foundations (cid:668) 104 ESG Data (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 225 (cid:633)Corporate Overview (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 226 (cid:633)Environmental Data (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 228 (cid:633)Social Data (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 250 (cid:633)Governance Data (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 256 Editorial Policy (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 258 Social Social Policies and Philosophy (cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 115 Human Rights (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 117 Diversity and Inclusion (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 122 Traffic Safety (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 136 Product Safety and Quality (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 147 Supply Chain Management (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 157 Human Resource Development (cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 165 Labor Practices (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 170 Employees' Health and Safety (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 178 Community Engagement (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 186 Governance Governance Policies and Philosophy (cid:668)(cid:668) 201 Corporate Governance (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 202 Risk Management (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 213 Compliance (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 216 TCFD Content Index (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 261 GRI Content Index (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 263 Quick Guide For Investors (cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668)(cid:668) 270 Viewing This Report This Sustainability Report is an interactive PDF.,auto
What is your strategy to get to this target?,auto
The Alliance Quick Guide For Investors Aligning the United Nations(cid:671) Sustainability Development Goals (SDGs) Q: Companies today are being asked about their contribution to achievement of the UN Sustainable Development Goals.,auto
A: SDGs are high-level targets that guide governments and societies towards making the world a better place for everyone to live in.,auto
"We are aligning our Sustainability strategy with SDGs, engaging our business plan.",auto
Nissan is using them as a guideline to build our sustainability strategy.,auto
"We are an organization that contributes to many of the SDGs, such as climate action, clean energy, and sustainable cities and communities through our carbon neutrality strategy.",auto
