sentence,page,company,keyword(s),relevant,scale
Sustainable procurement is built into all supplier engagements through requiring supplier compliance with the policies listed in the table above.,155,Dexus,['supplier'],FALSE,0
The assessment involves the following staged process to assess the most relevant supply chain issues.,155,Dexus,['supply chain'],FALSE,0
"The matrix informs procurement processes and sustainability ambitions, including specification of requirements, and questions during tendering and the screening of suppliers.",155,Dexus,['supplier'],FALSE,0
This leads to fewer suppliers and closer relationships with our business and a greater alignment of interest.,155,Dexus,['supplier'],FALSE,0
"Together, the supplier spend analysis and supplier category risk assessment direct ongoing engagement with suppliers through due diligence and verification activities (monitoring and engagement).",155,Dexus,['supplier'],FALSE,0
We conduct an annual supplier spend analysis to prioritise a list of suppliers based on the categorylevel assessment.,155,Dexus,['supplier'],FALSE,0
Supply chain risk management process 1.,156,Dexus,['supply chain'],FALSE,0
Supply chain sustainability risk assessment and spend analysis 1.,156,Dexus,['supply chain'],FALSE,0
The overall risk rating for the procurement category and spend details the extent to which due diligence and supplier monitoring is undertaken.,156,Dexus,['supplier'],FALSE,0
The table below details key aspects of this process with reference to supplier engagement over a project lifecycle.,156,Dexus,['supplier'],FALSE,0
"A supplier assessment process takes into account labour practices, social, environmental and human rights issues.",157,Dexus,['supplier'],FALSE,0
Dexus communicates its expectations and ESG requirements to all suppliers and requires each one to operate in line with our Supplier Code of Conduct as well as understand Dexuss procurement requirements and commitments outlined in its Sustainable Procurement Policy and Human Rights Policy.,157,Dexus,['supplier'],TRUE,2
Ongoing data collection and performance analysis provides a benchmark for site teams that oversee supplier services.,157,Dexus,['supplier'],FALSE,0
Project completion We evaluate the effectiveness and value for money as part of retaining service providers We conduct a supplier spend analysis to maintain a current view of critical suppliers and commodities Tender documentation and service agreements integrate sustainability policies and key performance indicators.,157,Dexus,['supplier'],FALSE,0
"Service is monitored Sustainability track record, as well as risks and opportunities are evaluated during a rigorous and structured screening and ranking of suppliers, using a balanced scorecard We conduct financial due diligence to establish that a company is viable and can perform the tasks required Assessing a companys capability to perform by reviewing its track record, and seeking feedback from references We review proposed services to confirm fair value upfront and avoid later uplift Service providers contractually agree to the Dexus Sustainable Procurement policy and Supplier Code of Conduct Contractor management systems track onsite contractor activity and ensure contractors maintain licences and insurances Project Control Group holds regular meetings between Dexus and suppliers and receive progress reports Our procurement team monitors supplier We conduct sitelevel contractor spot checks performance through site feedback, regular performance meetings and tracking against project KPIs to evaluate performance and develop corrective action plans where required Evaluation against contract KPIs and SLAs Suppliers periodically complete a self assessment to provide us with insights into their businessrelated sustainability issues and gather feedback on its performance as a partner Suppliers periodically complete a selfassessment to provide us with insights into their businessrelated sustainability issues and gather feedback on its performance as a partner 8.",157,Dexus,['supplier'],FALSE,0
"Suppliers are encouraged to work with us to reduce carbon emissions, adopt sound environmental principles, manage their people ethically, drive positive supplier relationships and consider the impacts of their activities on the communities in which they operate.",157,Dexus,['supplier'],TRUE,1
This data is used as an input into initial reviews of supplier contracts and periodic reviews of our panel of preferred suppliers.,157,Dexus,['supplier'],FALSE,0
"We prioritise supplier engagements based on the commodity/ service involved, the size of the contract, supplier values and its criticality to business continuity.",157,Dexus,['supplier'],FALSE,0
"With each supplier engagement Dexus seeks to ensure that investment considerations: Address impact on supply chains and comply with Dexuss Supplier Code of Conduct including materials, contractors, consultants and other professional services Are in line with recognised and accepted local labour and employment practices where that investment results in employment or engagement of suppliers, contractors and professional service providers Specific standards regarding ESG are agreed with contractors based on the prepared design brief.",157,Dexus,"['supplier', 'supply chain']",TRUE,2
"As part of the Property Council of Australia Modern Slavery Roundtable, we collaborated with industry peers through to develop a common supplier due diligence platform questionnaire.",158,Dexus,['supplier'],FALSE,0
"More information on our approach to addressing modern slavery risk in our supply chain is provided in Dexuss annual Modern Slavery Statement, as well as the Sustainability Performance Pack (pages 5051).",158,Dexus,['supply chain'],FALSE,0
Our insurances are not compromised An important step in this process is engaging with suppliers during tender evaluation to determine their alignment with Dexuss to evaluate the effectiveness of Dexuss sustainability aspirations and ongoing alignment after engagement.,158,Dexus,['supplier'],FALSE,0
Relevant contractual documentation contains modern slavery requirements and we have enhanced the consideration of modern slavery risk factors during the supplier selection process.,158,Dexus,['supplier'],FALSE,0
"Supplier operations in countries with weak or opaque commitments to human rights Based on this understanding of modern slavery risk factors, our supply chain sustainability risk assessment suggested the following categories as focus areas: cleaning and waste management services, security services, capital works at operational assets, development works, IT, corporate merchandise, and procurement of materials sourced from overseas.",158,Dexus,"['supplier', 'supply chain']",FALSE,0
"Tender process Our tender process ensures that service providers are chosen based on merit and capacity to deliver works, acceptance of Dexuss Terms and Conditions and Supplier Code of Conduct and alignment with Dexuss sustainability aspirations.",158,Dexus,['supplier'],FALSE,0
The Dexus Whistleblower policy specifies grievance mechanisms available to stakeholders to safely and anonymously raise concerns about modern slavery in our operations and supply chain.,158,Dexus,['supply chain'],FALSE,0
"The Whistleblower Policy includes reference to modern slavery and specifies that its coverage includes the workforces of Dexus suppliers, as well as their spouses and dependents.",158,Dexus,['supplier'],FALSE,0
"We also deliver awareness campaigns to educate suppliers and their workforces about modern slavery and how to report concerns, through integration of modern slavery information into site induction terminals and signage in key locations across assets in our portfolio.",158,Dexus,['supplier'],FALSE,0
We are using the responses to identify higher risk suppliers with whom we should engage to ensure modern slavery risks are appropriately identified and managed.,158,Dexus,['supplier'],FALSE,0
"We conduct due diligence on suppliers both before and during our engagement with them, to understand human rights risk exposure and any potential breaches.",158,Dexus,['supplier'],FALSE,0
We have established procedures to enable individuals within our supply chain to identify and escalate concerns.,158,Dexus,['supply chain'],FALSE,0
"We included this material to make it clear to individuals in our supply chain that Dexus wants to hear from them if they have concerns, and that they will be covered under the protections specified in the policy.",158,Dexus,['supply chain'],FALSE,0
"When a concern is raised, or we otherwise become aware that an individual in our supply chain may be impacted by modern slavery, we investigate the matter further and take appropriate action.",158,Dexus,['supply chain'],FALSE,0
"A Non Conformance Reporting (NCR) process Customer surveys covering the Net Promoter Score (NPS) from the end users perspective on the services being delivered Select contractor worker surveys A requirement for annual attestation of compliance with the Dexus Supplier Code of Conduct Management of insurances, licences and induction training via the Contractor Management system (Rapid) Annual contractor surveys of the preferred suppliers that invite 360 degree feedback Performance metrics embedded in the contract Highlevel performance reviews that occur at least half yearly and incorporate formal feedback from internal stakeholders Site and corporate team feedback, which is discussed with suppliers to directly manage exceptions against performance expectations Service agreements set out the level and frequency of monitoring.",159,Dexus,['supplier'],FALSE,0
"Contractor health and safety Dexus recognises its duty of care to manage any work health and safety risks across its managed property portfolio, including activities of its suppliers or contractors.",159,Dexus,['supplier'],FALSE,0
"Suppliers must perform an appropriate level of monitoring, which may include a combination of physical monitoring of activities and performance reports.",159,Dexus,['supplier'],FALSE,0
"Supporting a climate resilient supply chain As detailed in Dexuss Towards Climate Resilience report, we have identified several opportunities to enhance the management of climaterelated issues in our supply chain, including: Completing supplier risk management assessments that focus on supplier capacity to manage climaterelated issues, and engage with suppliers where required to enhance their awareness and understanding Further integrating climaterelated issues management into supplier engagement agreements as appropriate Preferencing low or net zero carbon products, and collaborating with suppliers to increase disclosure through reporting and Environmental Product Declarations Assessing our supply chain for risks and opportunities associated with the transition to a low carbon economy Understanding areas of our supply chain that may be exposed to international trade disruptions Grievance mechanism Feedback from or about a contractor that becomes a formal grievance is addressed through Dexuss Complaints Policy.",159,Dexus,"['supplier', 'supply chain']",TRUE,3
"We seek to enhance property portfolio environmental resilience by minimising our greenhouse gas emissions impact, adapting for change through environmentally friendly technologies, and influencing across our value chain.",161,Dexus,['value chain'],TRUE,1
"As outlined in our Supplier Code of Conduct, we seek to source products or solutions that enhance, protect and retain native biodiversity and collaborate with service providers on influencing their supply chain to assist us to achieve our biodiversity objectives.",165,Dexus,"['supplier', 'supply chain']",TRUE,2
We recognise that our suppliers can also impact on biodiversity.,165,Dexus,['supplier'],FALSE,0
"The assumptions and references underpinning the Towards Climate Resilience scenarios are available in the Dexus Climate Scenario Analysis Supplement, available at There are socioeconomic disruptions associated with extreme weather and longerterm climate shifts, threats to global supply chains from extreme weather events and breakdowns in international free trade agreements as well as mass migration which contributes to notable demographic changes and political challenges.",169,Dexus,['supply chain'],FALSE,0
"Influencing our value chain by engaging customers and suppliers to reduce climate impacts, and engaging other key stakeholders on our climate resilience strategy Dexus seeks to build the capacity of individuals, communities and systems in and around Dexus properties to adapt and grow with consideration to chronic stresses and acute shocks that may result from the effects of climate change.",170,Dexus,"['supplier', 'value chain']",TRUE,1
"Procuring for a low carbon supply chain Our climate resilience strategy responds to a range of climaterelated issues that have been identified through our scenario analysis and risk management processes over the years, as described below.",170,Dexus,['supply chain'],FALSE,0
"Key stakeholders include customers, employees, facility management and suppliers.",173,Dexus,['supplier'],FALSE,0
"Industry collaboration on climate action Dexuss climate change resilience strategy not only involves mitigating its impact through decarbonisation, energy efficiency and renewable energy but also involves collaborating across its value chain, engaging with customers and suppliers to reduce their climate impacts as well as engaging with other key stakeholders.",174,Dexus,"['supplier', 'value chain']",TRUE,1
Please refer to the Supply Chain section of this document (pages ) for further information.,174,Dexus,['supply chain'],FALSE,0
Suppliers We engage with likeminded suppliers on sustainability issues and practices.,174,Dexus,['supplier'],FALSE,0
We communicate our sustainability expectations to all suppliers through the Dexus Sustainable Procurement Policy and Supplier Code of Conduct and suppliers contractually agree to support these policies.,174,Dexus,['supplier'],FALSE,0
"Dexus has engaged with key suppliers to request information, and with only a limited number of suppliers stating that energy data is available.",192,Dexus,['supplier'],FALSE,0
In FY21 Dexus did not receive any complaints or grievances regarding negative environmental impact due to supplier and service provider activities.,199,Dexus,['supplier'],TRUE,3
Dexus is to continue to enhance supplier engagement to improve data collection and reporting regarding supplier performance including labour practices.,200,Dexus,['supplier'],FALSE,0
"Material topic disclosures continued GRI Standard Number Disclosure Reference Remarks/Omissions Ensuring high standards of corporate governance and transparency Human Rights Assessment 2016 reviews or impact assessments Sustainability Report Sustainability Approach and Procedures, Thriving People, pages Sustainability Report Sustainability Approach and Procedures, Supply Chain, pages Sustainability Report Sustainability Performance Pack, page 13 2021 Modern Slavery Statement 4122 4123 4131 GRI 413: Local Communities 2016 4132 Sustainability Report Sustainability Data Appendix, page 80 Thriving People, Training and development Sustainability Report Sustainability Approach and Procedures, Thriving People, pages Human Rights Policy 2021 Modern Slavery Statement Sustainability Report Sustainability Performance Pack, pages 5051 Supply chain management Sustainability Report Sustainability Approach and Procedures, Supply Chain, pages Sustainability Report Sustainability Approach and Procedures, Future Enabled Customers and Strong Communities, pages Sustainability Report Sustainability Approach and Procedures, Leading Cities, pages Sustainability Report Sustainability Performance Pack, pages 4149 Strong Communities Employee training on human rights policies or procedures Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening Operations with local community engagement, impact assessments, and development programs Operations with significant actual and potential negative impacts on local communities No potential or actual material negative impacts identified.",200,Dexus,['supply chain'],FALSE,0
"New suppliers that were screened using social criteria Sustainability Report Sustainability Performance Pack, pages 5051 Supply Chain Management Sustainability ReportSustainability Approach and Procedures, Supply Chain, pages 4142 Negative social impacts in the supply chain and actions taken Sustainability Report Sustainability Performance Pack, pages 5051 Supply Chain Management Sustainability Report Sustainability Approach and Procedures, Supply Chainpages Dexus monitors industry dialogue regarding labour practices through our use of Informed 365, our participation in the PCA Modern Slavery Group and via adverse media monitoring, with no material impacts identified through monitoring of suppliers.",200,Dexus,"['supplier', 'supply chain']",FALSE,0
These instruments typically flow from energy generation facilities to energy suppliers and ultimately energy consumers to support consumer claims about the type of energy used and its related attributes.,205,Dexus,['supplier'],FALSE,0
Energy consumption has been based on quantities invoiced or metered by suppliers.,207,Dexus,['supplier'],FALSE,0
Water consumption Water consumption is based on quantities invoiced or metered by suppliers.,207,Dexus,['supplier'],FALSE,0
"In this document, Eni aims to describe its contribution to a just transition, an energy transition to guarantee access to efficient and sustainable energy by achieving the goal of net zero emissions by 2050, with a view to sharing social and economic benets with workers, the value chain, communities and customers in an inclusive, transparent and socially equitable manner, taking into consideration the different level of development of the Countries in which it operates, minimising existing inequalities.",4,Eni SpA,['value chain'],FALSE,0
"This is an initiative that will have an impact on employment in the region and will contribute both to Enis energy transition and that of African countries, promoting their integration into the biofuel value chain with the utmost respect for the environment and human rights.",7,Eni SpA,['value chain'],FALSE,0
"The company mission clearly expresses Eni's commitment to play a decisive role in the Just Transition process to guarantee access to efficient and sustainable energy by achieving the goal of net zero emissions by 2050, with a view to sharing social and economic benefits with workers, the value chain, communities and customers in an inclusive, transparent and socially equitable manner, taking into consideration the different level of development of the Countries in which it operates, minimising existing inequalities.",8,Eni SpA,['value chain'],FALSE,0
"Total expenditure on Research and Development in 2021 (2020: 157 million) 65 BILLION SM3 Gas sold to domestic markets in 17 Countries in 2021 (2020: 57 billion sm) Eni is a global energy company present in 69 Countries with over 31,000 people, operating along the entire value chain.",8,Eni SpA,['value chain'],FALSE,0
"Both CO2 capture and storage and Natural Climate Solutions initiatives will be implemented to absorb residual expertise, technologies and geographical distribution of assets are Eni levers to strengthen its presence along the value chain.",10,Eni SpA,['value chain'],FALSE,0
"The war in Ukraine and the escalation of military action, the risk of a widening geopolitical crisis and its consequences may affect global manufacturing activity, the supply chain and consumer condence by dampening economic recovery or in the worstcase scenario leading to a new recession.",17,Eni SpA,['supply chain'],FALSE,0
"In the light of this scenario and in line with the guidelines of the main frameworks that are emerging, Eni is sharing its transition path with all its stakeholders, in particular with four main categories: workers, suppliers and business partners, communities and consumers/customers.",18,Eni SpA,['supplier'],FALSE,0
"Access to energy Chapter: Local gas sales to Countries of extraction Access to energy Chapter: Clean cooking projects and other energy access initiatives Human rights in communities Chapter: Human Rights Impact Assessment of projects at highest risk Suppliers and customers Chapter: Care for vulnerable consumers Suppliers and customers Chapter: Innovative products and services for the transition Suppliers and customers Chapter Dialogue with consumers These specific initiatives are added to those connected to the major structural changes in Eni's business: u the conversion of refineries into bio refineries u forest maintenance projects u projects on Carbon Capture Use and Storage (CCU&S) u the development of renewables u agreements for the implementation of Agribusiness projects All these initiatives have a strong connotation of ""Just Transition"" as, in addition to favoring the achievement of emission reduction targets, they will allow more widespread access to decarbonised energy sources, the conversion of current professional profiles, the creation of new jobs work and the development of new activities in the countries of presence.",19,Eni SpA,['supplier'],FALSE,0
"Due diligence on human rights and environment in the supply chain Involvement of workers by anticipating changes, respecting their rights, ensuring dialogue, the development of skills, health protection and safety, social protection.",19,Eni SpA,['supply chain'],FALSE,0
"SDGs: 1 2 3 4 6 8 10 16 17 SUPPLIERS Develop a sustainable supply chain, generating and transferring value to all stakeholders through the Sustainable Procurement Programme.",24,Eni SpA,"['supplier', 'supply chain']",FALSE,0
"Eni's Mission clearly expresses Eni's commitment to play a decisive role in the ""Just Transition"" process in order to achieve zero net emissions by 2050 while sharing social and economic benefits with workers, the supply chain, communities and customers inclusive, in an transparent and socially equitable manner, the achievement of the Sustainable Development Goals (SDGs).",25,Eni SpA,['supply chain'],TRUE,1
"MARCH Openes, Eni's digital platform dedicated to sustainability in industrial supply chains and open to all companies involved in the energy transition process, is online.",26,Eni SpA,['supply chain'],TRUE,3
Received a special mention for the Supply Chain Data Award: Eni was one of the companies to provide the most information about the supply chain.,27,Eni SpA,['supply chain'],FALSE,0
"OUTLOOK DEFINITION ELEMENTS CONSIDERED Topics which reflect the signicant actual or potential, negative or positive impacts on people and the environment related to Eni's activities as well as its value chain u CEOs Guidelines u Scenario elements, dened on the basis of the topics addressed during Sustainability Committee meetings and presented to the BoD u Main from issues emerging both the Stakeholder Management System (SMS) platform, which supports the management of relations with local stakeholders, and from interviews with responsible functions that have relations with specic stakeholders at a central level u Themes considered relevant by the main sustainability reporting frameworks u Issues identied as relevant as a result of benchmarking against Eni's main national and international peers and comparable companies Sustainability risks and opportunities that can influence, positively or negatively, the development, performance and position of the organisation (in the short, medium or long term) and thus create or erode company value u Outcome of the ESG risk assessment emerging from the Integrated Risk Management (IRM) process, which also takes into account the evidence provided by external providers.",28,Eni SpA,['value chain'],FALSE,0
"ENGAGEMENT ACTIVITIES IN THE YEAR PEOPLE AND NATIONAL AND INTERNATIONAL UNIONS FINANCIAL COMMUNITY LOCAL COMMUNITIES AND COMMUNITY BASED ORGANIZATIONS CONTRACTORS, SUPPLIERS AND COMMERCIAL PARTNERS Professional and training paths on emerging skills related to business strategies and expansion of skills mapping.",30,Eni SpA,['supplier'],FALSE,0
Involvement of suppliers in the energy transition path through 15 thematic workshops and participation in conferences and events.,30,Eni SpA,['supplier'],TRUE,3
"Basket Bond Sustainable Energy program, an innovative finance tool targeting Eni qualied suppliers and the energy chain, designed to allow companies engaged in energy transition to implement projects and investments aimed at sustainable development.",31,Eni SpA,['supplier'],TRUE,3
"Health and safety in the workplace Transparency, anticorruption and tax strategy Climate action/reduction of GHG emissions Reduction of environmental impacts Local development Respect for human rights Biodiversity People and development of human capital Innovation Digitalisation and cyber security Relations with customers and consumers Responsible supply chain management Diversity, inclusion and worklife balance Local Content Access to energy Circular economy 29 MAIN TOPICS ADDRESSED Signing of the new agreement for smart working in Italy with new corporate welfare measures.",31,Eni SpA,['supply chain'],FALSE,0
Meetings with Local Business Associations on the Eni Sustainable Supply Chain system and the companys energy issues.,31,Eni SpA,['supply chain'],FALSE,0
"These indicators refer to a distinctive GHG accounting methodology that considers all energy products managed by Eni's various including purchases from third parties, and all the emissions they generate businesses, illustrate along the entire supply chain (Scope 1+2+3), according to a welltowheel approach.",43,Eni SpA,['supply chain'],FALSE,0
"Extension of digital safety initiatives (Smart Safety, HSEni App) to contracting companies and digitalisation of HSE processes; Assessment of process safety risks related to new energy supply chains, review and updating of company technical standards.",58,Eni SpA,['supply chain'],FALSE,0
"During 2021, Eni continued the organisation of initiatives to further promote the Asset Integrity culture with a cross and widespread approach, also including the new energy transition supply chains.",63,Eni SpA,['supply chain'],FALSE,0
"Carrying out its industrial initiatives while respecting the environment that hosts them is part of the culture of Eni, which has always been committed to studying and protecting ecosystems and biodiversity and to a rational and efficient use of natural resources, involving local communities and suppliers.",64,Eni SpA,['supplier'],FALSE,0
"Integrated environment, health and safety management system: certified in accordance with the ISO :2015 environmental management standard; Application of the ESHIA (Environmental Social & Health Impact Assessment) process to all projects; Technical meetings for analysing and sharing experiences on specific environmental and energy issues; Sustainable Procurement Programme (JUST), to involve the whole supply chain; Sitespecific circularity analysis; International Environmental Legislative Analysis; Working groups for defining the strategic positioning and objectives of Eni for the protection of water resources and biodiversity; Development of a single integrated methodology for environmental analysis, impact/risk assessment for the environment and organisation, including type 231, applicable in Italy and abroad; application of Environmental Golden Rules.",64,Eni SpA,['supply chain'],FALSE,0
"During the year, the dissemination of environmental culture led to the signature of 15 Environment and Safety Pacts involving several suppliers who have committed to implement tangible improvement actions that can be measured through the Safety and Environment Performance Index.",65,Eni SpA,['supplier'],TRUE,3
"Eni constantly monitors water risk, especially in the waterstressed areas in which it operates, in order to effectively implement mitigation actions of water saving, reuse and circularity of water resources to achieve an increase in the water efficiency and resilience of sites, also actively involving suppliers during the qualification process.",65,Eni SpA,['supplier'],TRUE,3
"Eni has also addressed its awareness campaign to its suppliers, whose activities must reflect Eni's values, commitments and standards.",65,Eni SpA,['supplier'],FALSE,0
"In addition, the Environmental Golden Rules were developed and issued in 2021, to promote virtuous behaviours of employees and suppliers, and the campaign started for their promotion among all Eni people, as well as suppliers.",65,Eni SpA,['supplier'],TRUE,3
"Versalis relies on internal research and innovation and on collaboration with associations, consortia or other technological and supply chain partners.",67,Eni SpA,['supply chain'],FALSE,0
"POLICIES AND OTHER REGULATORY TOOLS ORGANISATIONAL AND MANAGEMENT MODELS FOR MORE INFORMATION: Sustainability; Our People; Whistleblowing reports received, including anonymously, by Eni SpA and its subsidiaries in Italy and abroad policies; Eni statement on Respect for Human Rights; Supplier Code of Conduct; Alaska Indigenous Peoples policy; Eni against Violence and Harassment at Work policy; Eni Code of Ethics.",70,Eni SpA,['supplier'],FALSE,0
"The effort starts from relations with employees and contractors and extends to those with local communities, governments, suppliers and commercial partners, as well as to security activities and workers rights.",70,Eni SpA,['supplier'],FALSE,0
"This commitment is reiterated in the Code of Ethics, renewed in 2020, and supported required by the commitments of suppliers to respect human rights in the Supplier Code of Conduct, also adopted in 2020.",71,Eni SpA,['supplier'],FALSE,0
"The salient human rights issues identified by Eni are 13, grouped into 4 categories: (i) human rights in the workplace; (ii) human rights in business relationships (with suppliers, contractors and other business partners); (iii) human rights in security operations; (iv) human rights in communities hosting Enis activities.",73,Eni SpA,['supplier'],FALSE,0
"POLICIES AND OTHER REGULATORY TOOLS ORGANISATIONAL AND MANAGEMENT MODELS AntiCorruption Management System Guideline; Whistleblowing reports received, including anonymously, by Eni SpA and by its subsidiaries in Italy and abroad; Our Partners in the Value Chain policy; Tax Strategy Guideline; Eni's position on Contracts Transparency; Eni Code of Ethics.",76,Eni SpA,['value chain'],FALSE,0
Assessment of the sustainable development path for all Eni's strategic suppliers by 2025.,80,Eni SpA,['supplier'],FALSE,0
Awareness initiatives involving 100% of suppliers with high human rights risk.,80,Eni SpA,['supplier'],FALSE,0
"Mapping of strategic suppliers and direct involvement in initiatives (workshops, Openes, institutional events, webinars).",80,Eni SpA,['supplier'],FALSE,0
"Measurement of ESG impacts and definition of targets throughout the supply chain, through supplier engagement initiatives, including beyond the first tier, and promotion of specific development plans.",80,Eni SpA,"['supplier', 'supply chain']",TRUE,2
"Sustainable Procurement process designed to check suppliers' compliance with Eni requirements for reliability, ethical conduct and integrity, economic, technicaloperational, health, safety, environmental and human rights protection and TechnologicalDigital excellence; Sustainable Procurement Programme (JUST): a set of initiatives to involve the entire supply chain in measuring and managing the ESG performance of the Eni Supply Chain; Vendor Development: a unit dedicated to developing suppliers by defining growth and transformation paths along the lines of ""Energy transition and sustainability"", ""Economicfinancial soundness"" and ""Technologicaldigital excellence"".",80,Eni SpA,"['supplier', 'supply chain']",TRUE,3
The supply chain plays a key role in Eni's Sustainable Transition strategy.,80,Eni SpA,['supply chain'],FALSE,0
This is why we have decided to involve our entire supply chain in Sustainable Programmes that aim at a fair transition path without leaving anyone behind.,80,Eni SpA,['supply chain'],FALSE,0
"Qualification: the assessment is based on crosscutting competencies, enriched in 2021 by cyber security competencies, and is based on the verification of: information available from open and specialized sources (info providers); declarations made by the supplier, including the compliance declaration; certifications (environmental, HSE) and performance indicators (accident indices).",81,Eni SpA,['supplier'],FALSE,0
"Sustainability elements are an integral part of the whole procurement process, with the aim of sustainable development of supply chains.",81,Eni SpA,['supply chain'],FALSE,0
Tenders and Awards: competitive process for selecting suppliers on the basis of objective and transparent evaluation criteria.,81,Eni SpA,['supplier'],FALSE,0
"The process may also include conducting HSE and/or human rights audits or inspections at the suppliers' premises to verify the companies' competencies profile, with a focus on ESG aspects.",81,Eni SpA,['supplier'],FALSE,0
"Based on the model, all suppliers are periodically subject to due diligence, tender evaluation, performance feedback and periodic updates with dedicated questionnaires, towards direct suppliers and subsuppliers.",82,Eni SpA,['supplier'],FALSE,0
"In the procurement process, the assessment model and oversight of the respect for human rights, based on a riskbased assessment, classifies qualified suppliers according to the potential risk of human rights violations (child labour, forced labour and slavery, freedom of association, discrimination, disciplinary procedures and work hours and wages which guarantee a dignified life in line with the relevant regulations), with analysis of the Country context and specific product/ activity risk level.",82,Eni SpA,['supplier'],FALSE,0
"Suppliers, candidates for the qualification and/or procurement procedures, are responsible for fulfilling specific requirements, consistent with the SA8000 international standards.",82,Eni SpA,['supplier'],FALSE,0
"The Countries with the highest number of suppliers at risk are Nigeria, Congo and Mozambique, for a total of 1,266 highrisk suppliers and 1,214 medium/highrisk suppliers.",82,Eni SpA,['supplier'],FALSE,0
"The consolidation of knowhow promoted by Eni for sustainable supply chain development is not only aimed at suppliers, but also at internal resources.",82,Eni SpA,"['supplier', 'supply chain']",FALSE,0
"Among the companies that have decided to participate in this alliance are industrial companies, such as Snam, WeBuild, Saipem and Baker Hughes, which use Openes to involve their suppliers, financial institutions, such as Illimity, which instead aim to involve their customers on the platform, and companies specialising in ESG field, such as Rina, KPMG, Techedge, Accenture and ESG European Institute, which contribute to the development of the initiative and the platform.",83,Eni SpA,['supplier'],FALSE,0
"By 2025, Eni aims to assess and give a rating to 100% of its strategic suppliers.",83,Eni SpA,['supplier'],FALSE,0
"For Eni, Openes represents the concrete answer to this challenge, offering the market a practical tool to measure its performance and the improvements made and to share the results with its value chain according to a unique model, which allows the comparison and reporting of the results obtained along the entire chain.",83,Eni SpA,['value chain'],FALSE,0
"In order to stimulate suppliers' participation in the initiative, checks and evaluations on the disclosure made by suppliers will be integrated into procurement processes with increasing detail according to a prioritisation model based on the maturity level of the sector.",83,Eni SpA,['supplier'],FALSE,0
"It is in this spirit that we have fully embraced the Eni Openes project, which for us represents the logical evolution of our approach, and have invited more than 500 suppliers to participate in the project.",83,Eni SpA,['supplier'],FALSE,0
"Spedizioni CASARIN Srl | Sustainability for us also means developing an 'ethical supply chain', hence our participation in the Openes project for the sustainable development of industrial supply chains.",83,Eni SpA,['supply chain'],FALSE,0
"Thanks to this valuable tool, we have the opportunity to measure the sustainability performance of our suppliers and compare it with that of other companies in the supply chain, assessing areas for targeted intervention and taking advantage of the support and training provided by the Openes team on ESG issues.",83,Eni SpA,"['supplier', 'supply chain']",TRUE,2
"Always with a special focus on what meets the most immediate African needs: agrifood supply chains, circular and green economy solutions, renewable energy, health and education.",95,Eni SpA,['supply chain'],FALSE,0
"And one of the most important methods of intervention is precisely the development of new businesses, both in the agrifood sector and in the vast and varied range of activities linked to Eni through its supply chain.",95,Eni SpA,['supply chain'],FALSE,0
The coordination between Eni and UNIDO made it possible to identify synergistic initiatives in the Country in order to improve selected agroindustrial supply chains to foster youth employment and income generation for local producers.,96,Eni SpA,['supply chain'],FALSE,0
"Local Content, a tool that supports dialogue with local authorities and provides a useful assessment to guide investment decisions to promote local development, represents the added value brought to the Countries on three lines of action: transfer of skills and knowledge; activation of local economic sectors in the supply chain; interventions to foster growth and diversification of the local economy.",98,Eni SpA,['supply chain'],FALSE,0
Do you think the EU proposal for a Directive on corporate sustainability due diligence will help to raise companies commitment and guide their engagement on most relevant issues affecting their direct activities and those within their supply chain?,100,Eni SpA,['supply chain'],FALSE,0
"However, some things are certain: companies will have to have a better understanding of the impact of the whole of their business, including but not limited to supply chains, on human rights; they will have a deeper understanding on how they can remedy any known breaches; they will need to be clear on what remedy and grievance mechanisms are in place and develop and integrate their overall programmes.",100,Eni SpA,['supply chain'],FALSE,0
"While there are some companies, and I would put Eni in this group, who already have significant commitments to carry out human rights activities across its direct activities and also within its supply chain, there are many that do not.",100,Eni SpA,['supply chain'],FALSE,0
"The jobs generated, directly by Eni and through the first tier of suppliers, are estimated to be equal to 16,940.",102,Eni SpA,['supplier'],FALSE,0
GHG EMISSIONS indirect GHG emissions associated with the value chain of Eni products.,110,Eni SpA,['value chain'],FALSE,0
"Entras environment strategy Entras environment strategy for the period has a 360 approach and includes strategies and targets for 1) own organisation 2) the property portfolio and property management 3) the development projects and 4) counterparties, hereunder suppliers and customers.",6,Entra,['supplier'],FALSE,0
"Entra strives for a culture in which every one of the companys employees seeks to influence suppliers, customers and partners to make wise environmental choices.",7,Entra,['supplier'],TRUE,1
"This means that Entra will work actively with concepts for increased environmental engagement and responsibility among its employees, customers and suppliers.",7,Entra,['supplier'],TRUE,1
Entra sets environmental requirements on its suppliers and partners through conditions on purchasing and social responsibility.,8,Entra,['supplier'],TRUE,2
"Entra shall influence and set requirements for its counterparties Entra will work actively to influence and set requirements for its suppliers, customers and other interested parties to contribute to the green transition.",8,Entra,['supplier'],TRUE,1
"In addition, Entra will continue to focus on reduction, reuse and recycling when making tenant alterations and furnishing premises and common areas, and will seek to influence customers and suppliers to make the right environmental choices.",9,Entra,['supplier'],TRUE,1
