sentence,page,keyword(s),Company,Label
"Our Prioritisation Process While we recognise that our business impacts most of the 17 SDGs to varying degrees, we evaluate our primary contribution by: Connecting our long-term targets and annual progress to SDG targets Analysing the 169 SDGs underlying targets and connecting them to our material focus areas and future strategic direction 1 8 The three goals and eight targets that resulted from this prioritisation represent where Power Assets has the greatest capacity for impact and action.",11,['target'],power asset,FALSE
"Goal 7 Affordable and Clean Energy Ensure universal access to affordable, reliable and modern energy services Increase substantially the share of renewable energy in the global energy mix Double the global rate of improvement in energy efficiency Commitments Power Assets is committed to providing modern forms of energy with environmentally sustainable and financially affordable options.",11,['commitment'],power asset,FALSE
"Our Commitment The Group values and upholds the highest standards of business integrity, honesty, and transparency in its overall business activities.",12,['commitment'],power asset,FALSE
We live up to this commitment by transforming the businesses and promoting the changes needed to achieve a low-carbon economy.,13,['commitment'],power asset,FALSE
"As core participants in the energy sector, we understand that utilities play a key role in achieving the targets adopted by the many governments that are parties to the Paris Agreement.",14,['target'],power asset,FALSE
"In particular, UKPN is the first distribution network operator in the UK to have its carbon reduction plan and targets externally verified by the Science-Based Targets initiative (SBTi).",14,['target'],power asset,FALSE
"In addition to the group-wide commitment, each operating company also has its own commitment regarding decarbonisation.",14,['commitment'],power asset,FALSE
"Several of our operating companies such as HK Electric, UKPN, NGN, SAPN, AGIG, and AVR have pledged to net-zero commitments.",14,"['net-zero', 'commitment']",power asset,TRUE
Our Commitment Our operating companies are investing in green energy and innovative solutions to support the fight against climate change.,14,['commitment'],power asset,FALSE
"At the same time, we are boosting our commitment to the fight against climate change with the aim of becoming a major player in the energy transition towards a circular, low-carbon, digital economy model through the following strategies: 2021 Performance In 2021, our carbon emissions consisted of 88% Scope 1 emissions and 12% Scope 2 emissions.",15,['commitment'],power asset,FALSE
"Meanwhile, WWU has built the 2050 Energy Pathfinder, a simulator for energy systems analysis that enables interchangeable forecast analysis to assess the feasibility of how different energy mixes would work in practice.",15,['2050'],power asset,FALSE
"Decarbonising the generation portfolio by replacing or converting coal-fired units to renewable and gas-fired units, and expanding renewable energy, waste-to-energy, RNG, and carbon capture and utilisation capacity Accelerating and supporting decarbonisation by continually modernising and digitising electricity networks to accommodate the projected influx of distributed renewable energy sources as well as the anticipated surge in the required charging networks for a massive uptake of electric vehicles Decarbonising our gas network by blending hydrogen and biogas into existing gas distribution networks and ultimately replacing natural gas with hydrogen and biogas to achieve the net zero targets set by local governments 2 6 To complement the Global Methane Pledge launched at COP26, EDL has been investing in green gas or renewable natural gas (RNG).",15,['target'],power asset,FALSE
"In coal-to-natural gas conversion, Power Assets is committed to further reducing our coal-fired generation by switching to natural gas in the interim towards net-zero.",16,['net-zero'],power asset,TRUE
"HK Electric is also developing an offshore wind farm, with installed capacity of not less than 150 MW, located southwest of Lamma Island, targeting for commissioning by 2027, and which has the potential to generate around 400 million kWh of zero-carbon electricity annually.",18,['target'],power asset,FALSE
Moving one step closer to carbon neutrality with synchronisation of L11 3 2 HK Electric has been migrating to a low-carbon operation through investments in cost-effective green technologies and related facilities.,18,['carbon neutral'],power asset,TRUE
"Upon completion in early 2022, the hybrid renewable power station will provide Jabiru with at least 50% renewable energy over the long term, helping the remote township transition to a tourism and services hub and contributing to the Northern Territorys 2030 50% renewable energy target.",19,"['target', 'long term']",power asset,FALSE
HyDeploy is a pioneering hydrogen energy project designed to help reduce carbon emissions in the UK and reach the governments net zero target for 2050.,21,"['target', '2050']",power asset,TRUE
"As a member of the Hydrogen Council, we are working actively with industry peers along the entire production chain and policymakers to demonstrate and promote hydrogen as a reliable, clean, and safe fuel for achieving the net zero targets set by various jurisdictions.",21,['target'],power asset,TRUE
"The project reduces the amount of carbon in the local gas network, and has laid the foundation for much larger emission reductions target as they target 10% renewable gas by volume across all of their distribution networks by 2030.",21,['target'],power asset,FALSE
WWU storage tubes for renewable gas WWU is committed to playing its part to help the UK get to net zero carbon emissions by 2050.,22,['2050'],power asset,TRUE
The findings from this project also provides an opportunity for UKPN to support the deployment of energy efficiency measures to reduce the cost of network reinforcement associated with the electrification of heat to 2050.,23,['2050'],power asset,FALSE
The Group is embracing the hydrogen economy with business plans in place in some of its operations for zero-carbon readiness in 2035 to achieve a carbon-free vision for 2050.,23,['2050'],power asset,TRUE
"In order to reach net zero by 2050, major infrastructure decisions need to be made to support the uptake of low-carbon technologies.",23,['2050'],power asset,TRUE
"Reflecting the Groups commitment to climate-related disclosures, we are planning to align our disclosures following the recommendations from the Task Force on Climate-Related Financial Disclosure (TCFD) to develop, monitor, and disclose climate-related metrics and targets, financial impacts, and strategies.",23,"['commitment', 'target']",power asset,FALSE
"As part of UKPNs Science-Based Target commitment, all of its purchased electricity used in office buildings and substations have been on 100% renewable tariff and NGN has purchased 100% certified renewable electricity since 2018.",24,"['commitment', 'target']",power asset,FALSE
"Our Commitment We are committed to protecting the environment and biodiversity, and supporting sustainable development by conducting our business in an environmentally responsible manner.",24,['commitment'],power asset,FALSE
Jinwan has also installed the flue gas duct bypass power rotary evaporator technology to deal with the difficult wastewater collected from the desulphurisation plant and demineralised water treatment plant to attain wastewater zero discharge target.,25,['target'],power asset,FALSE
"NGN promotes the use of recycled aggregates as an alternative to virgin aggregate for reinstatement of the excavations in highways and private properties, and has set an annual target to use no more than 17,000 tonnes of virgin aggregate each year.",26,['target'],power asset,FALSE
We are also planning to align our climate-related disclosures following the TCFD recommendations and set our own SBTi targets in the coming years.,27,['target'],power asset,FALSE
Targeted recruitment EDL has sought to encourage female participation and involvement through the implementation of an apprenticeship programme.,29,['target'],power asset,FALSE
"These policies consider the individuals specific circumstances, including but not limited to job duties, time served with the company, personal circumstances, family commitments, health, etc.",29,['commitment'],power asset,FALSE
Our Commitment The Groups success through excellence depends on the performance of its employees at every level.,29,['commitment'],power asset,FALSE
"As an additional measure to reinforce employees sense of belonging and commitment, WWU has introduced a flexible benefits scheme, allowing colleagues to choose additional benefits alongside their standard benefits packages.",30,['commitment'],power asset,FALSE
These reports also include workforce targets based on the metrics from the employee data discussed above and then predicted by work volume.,30,['target'],power asset,FALSE
"To date, NGN has developed an Inclusion and Belonging Strategy document that outlines what short and long-term targets should be established for the NGN business.",32,['target'],power asset,FALSE
"SAPN launched a digital apprenticeship targeting increased focus on females in STEM roles, especially those from disadvantaged backgrounds.",32,['target'],power asset,FALSE
"Our Commitment The Group is committed to offering a safe and secure environment for its employees, contractors, customers, and other stakeholders when they are at Group facilities and premises.",33,['commitment'],power asset,FALSE
"Power Assets delegates its directors to determine a high-level health and safety strategy and policy, set corresponding targets, and oversee the health and safety performance of material investments.",33,['target'],power asset,FALSE
"The commitment of top management to health and safety issues is formalised in the Health and Safety Policy, which is based on the following key principles: Complying fully with all applicable laws and regulations and integrating health and safety considerations into all aspects of our business activities Nurturing and supporting a company culture that promotes employee wellness and enhances health and safety awareness among our stakeholders by providing appropriate and timely information and training to identify hazards and manage risks Adopting and maintaining safety management systems and measures to monitor and manage the health and safety performance of our business and its contractors and suppliers Ensuring commitment from our stakeholders in all our markets to share the same vision, values, and responsibilities for health and safety and meet the same standards How We Work Health and Safety Management System Power Assets is implementing a Health and Safety Management System (HMS) with the aim of contributing to the human capital pillar of the companys sustainability development.",33,['commitment'],power asset,FALSE
"To this end, HK Electric requires contractors to demonstrate a commitment to high standards of health and safety and take the necessary steps to safeguard the health and safety of all their employees and the public.",35,['commitment'],power asset,FALSE
Our Commitment The Group seeks to protect its critical assets and data from cyber-attacks and ensure adequate and effective cybersecurity defences to protect corporate information assets and critical infrastructure.,36,['commitment'],power asset,FALSE
"Under the Code of Conduct, the Group works with suppliers and business partners who can demonstrate their commitments to uphold the principles detailed in the Code.",37,['commitment'],power asset,FALSE
"Modern Slavery and Human Trafficking Statement Reiterates the Groups zero-tolerance against modern slavery, and our commitment to preventing modern slavery and human trafficking.",37,['commitment'],power asset,FALSE
"We encourage all businesses in our supply chain to share our commitment in respect of environmental stewardship, products or services, child labour, fundamental human rights, working conditions, remuneration, occupational health and safety, and business ethics.",37,['commitment'],power asset,FALSE
"Our Commitment The Supplier Code of Conduct underpins our commitment, and serves as a guideline for all our business partners and suppliers.",37,['commitment'],power asset,FALSE
These targets are also aligned with our Environmental Action Plan developed as part of NGNs Business Plan for RIIO-GD2 price controls.,38,['target'],power asset,FALSE
"UKPN believes supply chains have a critical role at the heart of the future energy landscape, enabling the transition to a net-zero carbon economy.",38,['net-zero'],power asset,FALSE
"Further, each of these focus areas contains long-term objectives that should be achieved by 2050.",38,['2050'],power asset,FALSE
NGN has a long-term environmental strategy that aims at delivering a decarbonised energy network with reduced operational environmental impacts by 2050.,38,['2050'],power asset,TRUE
The Group aims to achieve excellence in customer satisfaction by continually improving our services and achieving or even exceeding service targets.,39,['target'],power asset,FALSE
"The Hong Kong Council of Social Service awarded the 15 Years Plus Caring Company Logo to the Group, in recognition of our commitment to care for the community, employees, and the environment over the past years.",40,['commitment'],power asset,FALSE
"Community Investment The Group supports the economic and social growth of the local communities in which it operates, in accordance with the specific commitments specified in the Sustainability Policy.",40,['commitment'],power asset,FALSE
"Supported by the Fund, HK Electrics Happy Green Campaign organised various education activities on the theme of Decarbonisation: Our New Mission, including the Green TV on social media, and online platforms to promote decarbonisation and related actions to combat climate change, and contribute to Hong Kongs goal of achieving carbon neutrality by 2050.",41,"['carbon neutral', '2050']",power asset,TRUE
"In February 2021, we announced a new goal to achieve net-zero by 2050 and an interim goal to reduce our carbon footprint by 80% by 2030 (from a 2000 baseline).",4,"['net-zero', '2050']",aep,TRUE
"Net-Zero Carbon Emissions We have made significant progress reducing our carbon footprint, year after year.",4,['net-zero'],aep,TRUE
These goals include a commitment to review them annually.,4,['commitment'],aep,FALSE
"These investments in our generation portfolio support our goals of making our generation fleet cleaner, more economical and achieving net zero carbon dioxide emissions by 2050.",5,['2050'],aep,TRUE
"The $5 million dollar grant program Delivering On the Dream will target organizations that play a pivotal role in eliminating systemic racism and embrace change and equity for neighbors of color, customers and employees.",7,['target'],aep,FALSE
We publish a statement from the Board annually supporting our commitment to sustainable business development.,9,['commitment'],aep,FALSE
"Overview Introduction to Tata Power Trends, Opportunities and Risks Value Creation Statutory Reports Financial Statements relevant matters that could impact the Company's business in the short, medium and long term and the Company re-visits the material issues annually to factor in any realignment due to evolving business environment.",6,['long term'],Tata,FALSE
"Performance of the entity against the specific commitments, goals and targets along-with reasons in case the same are not met.",6,"['commitment', 'target']",Tata,FALSE
"Tata Power follows GRI standards for measuring and reporting its sustainability performance, reports to Carbon Disclosure Project (CDP) on Climate Change and Water and has also committed to Science Based Targets initiative (SBTi) Please refer 'Embedding ESG factors in business' section on Page 23 of the Integrated Report FY22 Please Integrated Report FY22 'Strategy' section on Pages 20-22 of refer the Governance, leadership and oversight 7.",6,['target'],Tata,FALSE
"The Business Associates share same commitment as enunciated in Tata Power Corporate Environment policy, Energy Conservation and Corporate Sustainability Policy.",9,['commitment'],Tata,FALSE
The Company also evaluates Business Associates commitment to the Company's RSCM policy during selection / award of any material contracts.,9,['commitment'],Tata,FALSE
Better than Notified Target Better than Notified Target This was not achieved due to lower Plant load factor in view of low APM gas availability.,16,['target'],Tata,FALSE
"In case targets have not been achieved, provide the remedial action taken, if any.",16,['target'],Tata,FALSE
New targets will be taken in alignment with PAT cycle VII which is awaited in FY24.,16,['target'],Tata,FALSE
PAT cycle II Target details along with action plan is as outlined below.,16,['target'],Tata,FALSE
"In line with the aspirations, Tata Power has committed to SBTi to provide the pathway to develop integrated solutions for becoming carbon neutral.",17,['carbon neutral'],Tata,TRUE
The Company is Indias first power utility to publicly pledge to Carbon Net Zero before 2045.,17,['2045'],Tata,TRUE
We delivered on our commitments.,3,['commitment'],entergy,FALSE
Financially Entergy delivered once again in 2021 on its financial commitments and finished with a strong financial foundation.,5,['commitment'],entergy,FALSE
We continued to raise the bar by setting new goals to reduce our utility carbon emission rate by 50% from 2000 levels by 2030 and achieve net zero carbon emissions by 2050.,8,['2050'],entergy,TRUE
"Nearly all of our large industrial customers have aggressive decarbonization goals, including net-zero carbon emissions by 2050 or earlier.",9,"['net-zero', '2050']",entergy,TRUE
"Letter to stakeholders Sustainability Company overview Our leadership Our plan for growth External influences Our workplace Environmental stewardship Corporate citizenship 2021 financial highlights KPIs FLS and Reg G compliance Investor information 2030, and more than double our current sales by 2050.",10,['2050'],entergy,FALSE
Letter to stakeholders Sustainability Company overview Our leadership Our plan for growth External influences Our workplace Environmental stewardship Corporate citizenship 2021 financial highlights KPIs FLS and Reg G compliance Investor information Key goals and progress Net-zero emissions Entergy is committed to reducing carbon emissions from our operations to net-zero by 2050.,13,"['net-zero', '2050']",entergy,TRUE
"We were also recognized with an organizational leadership award for our near-and long-term climate commitments and for our work to transform our power generation portfolio to cleaner, modern, and more efficient energy sources that benefit all stakeholders.",22,['commitment'],entergy,FALSE
Our Boards and management teams commitment to understanding the interests and perspectives of our shareholders is a key component of our corporate governance strategy.,27,['commitment'],entergy,FALSE
"Delivering on our commitments We consistently strive to create sustainable value for our customers, employees, communities, and owners.",31,['commitment'],entergy,FALSE
"Led by our employees, our company met these challenges head-on and worked tirelessly to deliver on our commitments.",31,['commitment'],entergy,FALSE
This concentrated focus drives the way we think as an organization and enables us to consistently deliver on our commitments to our stakeholders.,31,['commitment'],entergy,FALSE
Our focus on flexible spending and continuous improvement was an important factor in creating more resilience in our business and delivering on our financial commitments despite challenges.,31,['commitment'],entergy,FALSE
This confidence comes from our track record of delivering on our commitments and the clarity on what we will invest in and the customer benefits it will provide.,32,['commitment'],entergy,FALSE
"See the Environmental Stewardship section for more detailed discussions of our plan to reduce our utility emissions rate by 50% from 2000 levels, a 2030 goal that we are on track to achieve early, and to achieve net zero emissions by the end of 2050.",32,['2050'],entergy,TRUE
We are currently evaluating this goal as part of our strategy toward net-zero carbon emissions.,36,['net-zero'],entergy,TRUE
"Our employees quickly adapted to the new reality, and we continued our work and to deliver on commitments to our stakeholders.",40,['commitment'],entergy,FALSE
"We: Mine our people-related data to inform our insights, Create action plans around targeted focus areas, Conduct enterprise-level and business unit level initiatives, Engage our Entergy Diversity Network to scale successes, and Tie desired behaviors and outcomes to incentives.",50,['target'],entergy,FALSE
Letter to stakeholders Sustainability Company overview Our leadership Our plan for growth External influences Our workplace Environmental stewardship Corporate citizenship 2021 financial highlights KPIs FLS and Reg G compliance Investor information Marketplace Entergy has shown a growing commitment to use diverse firms for products and services.,51,['commitment'],entergy,FALSE
"Workforce pipeline has ownership of our company-wide employer value propositions, targeted recruiting strategies, and strategic pipeline programs.",52,['target'],entergy,FALSE
"Targeting high-growth potential directors and non-officer VPs, the purpose of the program is to develop and re-recruit top middle to senior leadership talent, create enterprise leaders with broader operational understanding and relationships, drive strategy-aligned business outcomes in their current roles, and close succession readiness gaps towards their next moves.",55,['target'],entergy,FALSE
Entergy regularly reviews jobs and compensation to fulfill its commitment to providing externally competitive and internally equitable compensation.,58,['commitment'],entergy,FALSE
Our carbon dioxide reduction goal is 50% reduction in utility emission rate by 2030 compared to 2000 levels and net zero emissions by 2050.,61,['2050'],entergy,TRUE
"Since 2016, grants Biodiversity Entergy works to fully comply with all environmental regulations including those that govern wildlife conservation, as stated in our Commitment to Biodiversity.",65,['commitment'],entergy,FALSE
"Of the 57 participants, 30 committed to participating in ESG continuous improvement opportunities to improve their year-over-year scores around ESG commitments and net zero targets.",66,"['commitment', 'target']",entergy,FALSE
"In 2021, 57 of our key suppliers completed an annual sustainability assessment in partnership with Entergy and the Electric Utility Sustainable Supply Chain Alliance to advance our leadership in environmental, social, and governance reporting and commitments, including scope 3 greenhouse gas emission reporting.",66,['commitment'],entergy,FALSE
We believe that delivering on our commitments to our stakeholders while also focusing on the significant opportunities to achieve incremental growth by accelerating resilience investment and helping our customers achieve their decarbonization goalspositions us well to deliver top-quartile returns for our owners in the future.,75,['commitment'],entergy,FALSE
Sustainability key goals and progress Net-zero emissions Entergy is committed to reducing carbon emissions from our operations to net-zero by 2050.,89,"['net-zero', '2050']",entergy,TRUE
"Letter to stakeholders Sustainability Company overview Our leadership Our plan for growth External influences Our workplace Environmental stewardship Corporate citizenship 2021 financial highlights KPIs FLS and Reg G compliance Investor information service area and events and regulations, including the continued impact of the Tax Cuts and Jobs Act anticipated performance or other benefits, and its operation and maintenance costs; Entergys ability to purchase and sell assets at attractive prices and on other attractive terms; the economic climate, and particularly economic conditions in Entergys Utility circumstances that could influence economic conditions in those areas, including power prices, and the risk that anticipated load growth may not materialize; changes to federal income tax laws and and its intended and unintended consequences on financial results and changes in the financial markets and of securities, particularly as they affect access to capital and Entergys ability actions of rating agencies, including changes in the ratings of debt and preferred stock, changes in general corporate ratings, and changes in the changes in inflation and interest rates; future cash flows; the effects of Entergys strategies to reduce tax payments; to refinance existing securities and fund investments and acquisitions; the effects of litigation and government investigations or proceedings; regulatory requirements for the issuance rating agencies ratings criteria; 96 2021 Integrated report technologies or alternative sources (iii) competition from other companies (i) Entergys ability to implement new or changes in technology, including emerging technologies, (ii) the impact of changes relating to new, developing, or alternative sources of generation such as distributed energy and energy storage, renewable energy, energy efficiency, demand side management and other measures that reduce load and government policies incentivizing development of the foregoing, and offering products and services to Entergys customers based on new or emerging of generation; Entergys ability to effectively formulate and implement plans to reduce its carbon emission rate and aggregate carbon emissions, including its commitment to achieve net-zero carbon emissions by 2050, and the potential achieve such objectives; the effects, including increased security costs, of threatened or actual terrorism, cyber-attacks or data security breaches, natural or man-made electromagnetic pulses that affect transmission or generation infrastructure, accidents, and war or a catastrophic event such as a nuclear accident or a natural gas pipeline explosion; the effects of a global event or pandemic, such as the COVID-19 global pandemic, impact on its business of attempting to including economic and societal disruptions; volatility in the capital markets (and any related increased cost of capital or any inability to access the capital markets or draw on available bank credit facilities); reduced demand for electricity, particularly from commercial and industrial customers; increased or unrecoverable costs; supply chain, vendor, and contractor delays, cost increases, or other disruptions; delays in completion of capital or other construction projects, maintenance, and other operations activities, including prolonged or delayed outages; impacts to Entergys workforce availability, health, or safety; increased cybersecurity risks as a result of many employees telecommuting; increased late or uncollectible customer payments; regulatory delays; executive orders affecting, or increased regulation of, Entergys business; changes in credit on Entergys ability to execute on its business strategies and initiatives or, more generally, on Entergys results of operations, financial condition, and liquidity; Entergys ability to attract and retain talented management, directors, and employees with specialized skills; Entergys ability to attract, retain, and manage an appropriately qualified workforce; ratings or outlooks as a result of any of the foregoing; or other adverse impacts funding requirements and the effects fund values or earnings or in the timing of, requirements for, or cost to decommission future wage and employee benefit costs, including changes in discount rates and returns on benefit plan assets; changes in accounting standards and corporate governance; declines in the market prices of marketable securities and resulting on benefits costs for Entergys defined benefit pension and other postretirement benefit plans; changes in decommissioning trust Entergys nuclear plant sites and the generation at all Entergy Wholesale Commodities nuclear power plants by mid- 2022, including the implementation of the planned shutdown and sale of Palisades; management policies and procedures and the ability and willingness of its counterparties to satisfy their financial and performance commitments; and Entergy and its subsidiaries ability to complete strategic transactions that Entergy may undertake.",98,"['net-zero', 'commitment', '2050']",entergy,TRUE
"EDF then presents its commitments, which lay the groundwork for its action programmes.",2,['commitment'],edf,FALSE
"Our course of climate action, set out with short-and medium-term goals, is certain to make EDF a key player in ensuring that we can reach carbon neutrality by 2050.",3,"['carbon neutral', '2050']",edf,TRUE
What are the signs of progress in EDFs operations and investments towards carbon neutrality in 2050?,4,"['carbon neutral', '2050']",edf,TRUE
"The Board of Directors noticed the Groups progress, especially in raising employee awareness about climate issues, as it is they who work towards these changes every day and who disseminate this culture of respon-sibility and carbon neutrality.",4,['carbon neutral'],edf,FALSE
And all that puts us well on our way to carbon neutrality!,4,['carbon neutral'],edf,TRUE
"As Claire Pedini said, our commitment to carbon neutrality draws up intermediate goals that the organ-isation must meet well before 2050.",4,"['carbon neutral', 'commitment', '2050']",edf,TRUE
"Carbon neutrality and climate Claire Pedini, Climate point person in EDFs Board of Directors and Senior Vice-President, Human Resources and Digital Transformation for the Saint-Gobain Group Alexandre Perra, Senior Executive Vice-President of EDF, Innovation, Corporate Responsibility and Strategy and Climate point person within the Group Executive Committee With CAP 2030, EDF has made reducing CO2 emissions to keep global warming well below 2 C(1) a core part of its strategy.",4,['carbon neutral'],edf,FALSE
Claire Pedini Achieving carbon neutrality by 2050 implies setting up milestones for 2023 and 2030 that make the trajectory credible.,4,"['carbon neutral', '2050']",edf,TRUE
"Claire Pedini EDFs approach to climate action is based on a coherent programme and short-, medium-and long-term targets, which were reinforced in December 2020 and validated by the Science Based Targets Initiative as being compatible with the Paris Agreement.",4,['target'],edf,FALSE
"EDF firmly believes, as conveyed in its raison dtre, that the progress made possible through low-carbon electricity is essen-tial to a smooth transition towards carbon neutrality, because it brings together energy efficiency, economic development, peoples happiness and saving the planet.",4,['carbon neutral'],edf,TRUE
How do you assess progress towards this carbon neutrality target?,4,"['carbon neutral', 'target']",edf,FALSE
EDF pledges to achieve carbon neutrality by 2050.,4,"['carbon neutral', '2050']",edf,TRUE
"The conditions in which it is working towards this objective are favourable decreasing the renew-able energy costs, government announcements supporting carbon neutrality in Europe, China and the United States, and strong growth in the renew-able energy market of 10% to 15% per year.",5,['carbon neutral'],edf,FALSE
The Group has set out the intermediate targets to be reached by 2023 and 2030 along its trajectory to reduce its CO2 emissions.,5,['target'],edf,TRUE
The Group has set an intermediate target of 40 GW net installed renew-able capacity by 2023.,5,['target'],edf,FALSE
"To meet its objectives, the Groups main commitments are to double its renewable capacity, phase out coal power, and support its customers in decarbonising their uses.",5,['commitment'],edf,FALSE
A (cid:462) Validation by the Science Based Targets initiative The Science Based Targets Initiative(4) has vali-dated our CO2 emissions reduction targets as on a path to limit the global temperature rise to well below 2 C above pre-industrial levels by the end of the century.,5,['target'],edf,FALSE
"Achieving carbon neutrality In order to help limit the rise in the global tem-perature to well below 2 C above pre-industrial levels, EDF was one of the first companies in 2018 to set the goal of contributing to achieving carbon neutrality by 2050.",5,"['carbon neutral', '2050']",edf,TRUE
A B Our commitments The goal to build a net zero energy future is in keeping with our raison dtre.,5,['commitment'],edf,FALSE
"EDF is committed to achieving carbon neutrality by 2050, across all scopes (1, 2 and 3) and all geographies.",5,"['carbon neutral', '2050']",edf,TRUE
The Group is working towards its target of doubling its renew-able energy generation capacity between 2015 and 2030.,6,['target'],edf,FALSE
"To help us all achieve carbon neutrality together, we must support our customers in their transition to low-carbon solutions.",6,['carbon neutral'],edf,FALSE
"These efforts must hold strong over the reduce environmental and climate impacts has long term, but we can see now that EDF is finding become a key factor in attracting young graduates.",7,['long term'],edf,FALSE
It is clear that acting to by 2050.,7,['2050'],edf,FALSE
"In 2019, the collective sent EDF a questionnaire on the Groups ecological commitment.",7,['commitment'],edf,FALSE
Higher targets and goals: EDF is finding ways to accelerate its transition.,7,['target'],edf,FALSE
"In concrete terms, we ecological commitment: strategies, resources, encourage EDF to roll out its actions further, such carbon accounting and so forth.",7,['commitment'],edf,FALSE
"Restoring or recreating balances is the final step, which must target serious and sustainable offset measures.",8,['target'],edf,FALSE
"To make it operational, the action programme must target all levels of the organisation, from management to R&D departments, and of course the production units.",8,['target'],edf,FALSE
It will monitor this plan primarily assessing progress towards meeting its commitments set as part of the Act4nature International initiative and the Entreprises engages pour la nature Act4nature France programme.,8,['commitment'],edf,FALSE
The Group structures its commitment in this area through four priorities.,9,['commitment'],edf,FALSE
"Its commitment to protecting ecosystems has grown, diversified and become more structured over the years, in collaboration with non-profit and scientific partners.",9,['commitment'],edf,FALSE
OUR IM(cid:66)ACT(cid:72) Our commitments Preserve the planets resources is central to EDF Groups raison dtre.,9,['commitment'],edf,FALSE
"Goal: 100% By 2022, EDF aims to meet 100% of its Act-4nature International commitments.",9,['commitment'],edf,FALSE
The Groups com-mitments to carbon neutrality are inextricably intertwined with its long-standing approach to promoting biodiversity.,9,['carbon neutral'],edf,TRUE
"They are based on the direct commitment of company chairs and CEOs, which guarantees genuine mobilisation.",10,['commitment'],edf,FALSE
EDFs commitment is notably clear and based on experience in the field.,10,['commitment'],edf,FALSE
"A tangible commitment like EDFs is key, as global roadmaps have tended to fail.",10,['commitment'],edf,FALSE
"First of all, there are EDFs commitments to fight climate change, which are ambitious and relevant to the issue at hand.",10,['commitment'],edf,FALSE
"Covid-19: a stronger commitment during the health crisis In France, in addition to the winter ban on evictions and power cut-offs, EDF suspended reductions and interruptions in electricity and gas supply, as well as late payment penalties, until 1 September 2020 for all its residential customers.",12,['commitment'],edf,FALSE
"A C Our commitments As its raison dtre brings well-being and development in line with our energy future, EDF is committed to fighting energy poverty.",12,['commitment'],edf,FALSE
EDF upholds its commitment to the Abb Pierre Foundation.,13,['commitment'],edf,FALSE
The commitments taken by the Group during the health crisis in 2020 included extending the winter ban on power cut-offs and interruptions in energy supply.,13,['commitment'],edf,FALSE
"On a regional scale, the Group is part of the shared economic growth targeted in SDG 8.",13,['target'],edf,FALSE
Gender balance in senior management EDF had set a gender equality target to have 28% of its management committee members be women by 2023.,13,['target'],edf,FALSE
But EDFs commitment is also to support the most vulnerable customers in how they use energy.,13,['commitment'],edf,FALSE
"OUR IM(cid:66)ACT(cid:72) RE(cid:72)(cid:66)ON(cid:72)IBLE (cid:18)E(cid:87)ELO(cid:66)MENT E(cid:89)(cid:66)ERT O(cid:66)INION Our commitments In its raison dtre, EDF reaffirms that our energy future and responsible development go hand in hand.",15,['commitment'],edf,FALSE
"We Mean Business In 2015, we became the first energy company in the world to sign up to the first seven commitments of the We Mean Business coalition, which is dedicated to accelerating corporate action on climate change.",2,['commitment'],origin,FALSE
"Origin, as one of Australias leading energy companies, has an important role to play in helping Australia meet its international commitments to reduce emissions.",3,['commitment'],origin,FALSE
"Origin 360 EV Fleet provides energy, charging solutions and infrastructure to help business customers transition their fleets to EVs as part of reaching their decarbonisation targets.",4,['target'],origin,FALSE
"This will allow us to engage with our shareholders and stakeholders on the risks and opportunities climate change presents for the business, and the decarbonisation pathway for achieving our commitments.",4,['commitment'],origin,FALSE
"With an aim to achieve net-zero Scope 1 and Scope 2 emissions by 2050, we are committed to helping lead the transition to a low-carbon future by progressively decarbonising our business and investing in technologies to help our customers do the same.",5,"['net-zero', '2050']",origin,TRUE
"Australias first approved science-based emissions targets 7,500 MW generation portfolio, including 1,400 MW owned and contracted renewables and storage Exporting to Asia, supplies ~30% of Australian east coast gas demand Supporting Australian communities Driving future energy innovation Exploration and development The Origin Energy Foundation has contributed more than $32 million over 11 years 20% interest in Octopus Energy, investing in new technology, start-ups and future fuels Positions in three large prospective onshore basins: the Beetaloo, Canning and Cooper-Eromanga Bringing good energy to everything and do.",7,['target'],origin,FALSE
"When customers choose these products, we offset the relevant emissions associated with the customers consumption of natural gas or LPG as part of our Climate Active commitments.",13,['commitment'],origin,FALSE
"In January 2021, our Green Gas and Green LPG products were certified carbon neutral by Climate Active, an initiative backed by the Australian Government.",13,['carbon neutral'],origin,TRUE
"Smart energy management It is estimated that by 2050, the load from charging EVs will account for between 14 per cent and 25 per cent of annual electricity demand,5 which will have a significant impact on the future energy grid.",14,['2050'],origin,FALSE
"Our local community investment targets four priority areas: creating safe, vibrant and inclusive communities; building great places to live and work; caring for our environment; and delivering economic benefits.",17,['target'],origin,FALSE
Working with our major contractors to deliver these commitments has meant that around $5 million has flowed to Indigenous businesses that may not have otherwise been able to participate in our supply chain and also generated further employment and training opportunities for Aboriginal and Torres Strait Islander people.,19,['commitment'],origin,FALSE
The list ranks companies on their commitment to empowering their employees to give back to communities that need it most.,19,['commitment'],origin,FALSE
"To help facilitate opportunities for Indigenous businesses, we include Indigenous Participation Commitments (IPCs) in contracts with key suppliers.",19,['commitment'],origin,FALSE
"However, our proportion of regional spend increased from 14 per cent to 18 per cent year-on-year as a result of our continuing commitment to find opportunities to include regional suppliers.",19,['commitment'],origin,FALSE
