sentence,page,keyword(s),Company,Label
"It presents the technical characteristics of the project, describes the environmental reality of the areas of influence prior to the deployment (environmental diagnosis) in the physical, biotic and socioeconomic environments, and presents the prognosis of the impacts that may occur.",142,['project'],copel,FALSE
"It also suggests environmental programs to be developed during the installation and operation of the enterprise; and Detailed Report on Environmental Programs (RDPA): a document that presents, in detail, all the mitigating and compensatory measures and the environmental programs proposed in the SER.",142,['program'],copel,FALSE
"To prevent possible impacts to the flora, Copel prioritizes the installation of projects in anthropized areas and uses construction techniques with low interference in the vegetation.",143,['project'],copel,FALSE
The program is executed with the following objectives: to accompany the suppression fronts throughout this process; monitor the venture area in order to avoid the death of fauna representatives during the construction; drive away specimens of fauna from the area to be suppressed; and rescue animals that are unable to move out of the suppression area.,143,"['program', 'animal']",copel,TRUE
Forest Replacement Program Actions to compensate for the cutting of vegetation in the construction and deployment of distribution lines and energy substations.,143,['program'],copel,FALSE
It aims at the management of solid waste produced during the construction of projects.,143,['project'],copel,FALSE
"Program for Mitigation of Impacts on the Forest Coverage During the implementation of distribution lines, several actions are carried out in order to reduce the need to cut tree vegetation along the route.",143,"['program', 'tree']",copel,TRUE
"Fauna Scaring and Rescue Program During the venture deployment process, fauna species that previously used the intervention site as a living area need to be chased away or removed, since nests, burrows, breeding and/ or feeding areas can be interfered with.",143,"['program', 'specie']",copel,TRUE
"Its objective is the preservation, conservation and safeguarding of safeguarded cultural assets, which include archaeological assets, registered, listed and valued, belonging to the Federal Union, by carrying out of archaeological research in the field, in line with the obtaining of Environmental Licenses (LP, LI and LO) for energy ventures to be installed in Paran.",144,['conservation'],copel,FALSE
"In this way, the Program allows the affected communities to know the ventures, the magnitude of the interference and the benefits promoted by their deployment, as well as preventing, through educational and recreational activities, accidents with the electrical network.",144,['program'],copel,FALSE
The RDC minimizes the area of interference with vegetation and the need for tree pruning.,144,['tree'],copel,TRUE
Environmental Awareness Program for Construction Workers It aims at training and raising the awareness of workers at the construction site regarding environmental issues.,144,['program'],copel,FALSE
"Community Information and Relationship Program It is essential that there is a process of transparency regarding the actions implemented and also regarding the benefits, restrictions and risks that the Companys undertakings entail.",144,['program'],copel,FALSE
"RSI allows greater proximity to tree branches, without the risk of causing interruptions in the event of occasional and non-permanent contact with the conductors.",144,['tree'],copel,FALSE
"In certain situations of high demand for energy and reliability, the Company can design and build underground networks, which eliminate the need for pruning trees and reduce the possibility of accidents with third parties, in addition to improving the visual aspect compared to overhead grids.",145,['tree'],copel,FALSE
"In certain situations of proximity to obstacles or dense vegetation, the Company can design and build medium voltage isolated overhead grids, which eliminate the need for pruning trees and reduce the possibility of accidents with third parties.",145,['tree'],copel,TRUE
"In the process of implementing high voltage distribution lines, several actions are carried out to reduce the need to cut tree vegetation along the route.",146,['tree'],copel,TRUE
"In the implementation phase of high voltage projects, based on the environmental studies prepared in the environmental licensing, in order to avoid and compensate for the impacts of vegetation suppression, specific environmental programs are proposed, such as Minimization of Vegetation Suppression, Forest Replacement and Atlantic Forest Compensation, Monitoring and Control of Erosive Processes.",146,"['program', 'project']",copel,FALSE
"In order to verify the effectiveness of the flags, activities that characterize the interaction of birds in flagged places are part of the monitoring of the fauna.",146,['bird'],copel,FALSE
"An environmental measure is the deployment of beacons in LDATs stretches where there is a greater possibility of bird collisions on the cables, such as in places where water bodies, floodplains, riparian forests and artificial lakes are crossed.",146,['bird'],copel,TRUE
"Within the scope of this program, communication and awareness-raising activities are also carried out with workers, so that they can carry out their activities in a preventive manner, avoiding accidents with the fauna.",146,['program'],copel,FALSE
"In certain cases, the Fauna Monitoring Program may also be included, so that the impacts on the fauna are well characterized.",146,['program'],copel,FALSE
"Also in the phase of defining high and medium voltage distribution lines, priority is given to locating the lines in areas devoid of arboreal vegetation and without interference in sensitive ecosystems and legally protected areas.",146,"['ecosystem', 'system']",copel,TRUE
"Also in situations in which the enterprise involves cutting native vegetation, the Fauna Scaring and Rescue Program is included, in which, during the suppression phase, there is the monitoring of a specialized and qualified team to carry out the scaring and rescue of animals.",146,"['program', 'animal']",copel,TRUE
"In medium voltage distribution networks, the use of a compact or protected network reduces the need for tree pruning.",146,['tree'],copel,TRUE
"Through this program, since its implementation, around 70 thousand seedlings have already been planted in urban afforestation.",147,['program'],copel,FALSE
"In 2019, the Research and Development (R&D Aneel) project was started Integrated management of vegetation in the opening of a pass lane in high and medium voltage distribution lines, which aims to understand how the use of integrated vegetation management (IMI) in the opening of crossing lanes alters the recovery of vegetation in these lanes, as well as evaluating how this change will influence the number of interventions and cost for opening and maintenance.",147,['project'],copel,FALSE
"In the study, it is verified whether the site is located within a conservation unit or its buffer zone, in addition to other socio-environmental restrictions.",147,['conservation'],copel,FALSE
"Urban Forests Program Since 2007, Copel Distribuio has supported City Halls in planning the afforestation of public roads, contributing to the environmental improvement of cities and reducing interruptions in energy supply caused by the conflict between trees and their electrical system.",147,"['program', 'tree', 'system']",copel,TRUE
"Integrated vegetation management (MIV) in electrical systems In the operation of distribution lines, the maintenance of the safety lane is carried out by means of manual or mechanical mowing.",147,['system'],copel,FALSE
"The MIV is a set of practices that aim to establish, in the long term, a plant community whose growth characteristics do not interfere with the operational performance of electrical installations or that require minimal interventions, in addition to providing soil protection, shelter and food for the fauna, among other benefits.",147,['protection'],copel,TRUE
"With these techniques there is habitat fragmentation, soil erosion and favoring invasive exotic species.",147,['specie'],copel,FALSE
"Among the actions of this program, we highlight the production of seedlings, through a partnership with Copel Gerao e Transmisso, currently carried out at Horto Florestal das Cabrevas (Governor Ney Aminthas de Barros Braga Hydroelectric Power Plant, Iguau Reserve PR).",147,['program'],copel,FALSE
"In the WebGeo geographic information systems, available on the Companys intranet, which gathers socio-environmental information to be used in the different stages of the environmental licensing of projects, the layers of the conservation units are available.",148,"['system', 'project', 'conservation']",copel,TRUE
Through this tool it is possible to analyze the interference of projects in planning and in operation.,148,['project'],copel,FALSE
"In the operation of distribution line projects that interfere in conservation units, differentiated procedures are established for carrying out maintenance activities (mowing).",148,"['project', 'conservation']",copel,TRUE
"There are currently two projects in progress to supply electricity to isolated communities, one in the Superagui National Park, including underwater and submarine cables, in the environmental licensing process with IBAMA, and another in Ponta Oeste on Ilha do Mel, with a network layout buried by the Ilha do Mel Ecological Station, in process with the Water and Earth Institute (IAT).",148,['project'],copel,FALSE
The Guaratuba State Environmental Protection Area is one of three units that have the international designation of Ramsar site in the State of Paran.,148,['protection'],copel,FALSE
"Before the start of the mowing, the manager of the conservation unit must be notified in advance and the mowing team guided on the need to minimize impacts, being delimited to the minimum and strictly necessary.",148,['conservation'],copel,TRUE
"Some projects have a route that passes through sensitive areas from the environmental point of view and even conservation units, and part of them were created after the implementation of the works.",148,"['project', 'conservation']",copel,TRUE
"The APA is a natural distribution area for the marsh weevil (Formicivora acutirostris), an endangered species.",148,['specie'],copel,TRUE
"The Ramsar Guaratuba Site has a high biodiversity value, considering its high diversity of living beings and rich landscape, composed of mountains, altitude fields, rivers, waterfalls, plains and mangroves.",148,['biodiversity'],copel,FALSE
"In case the species was classified differently among the lists, it was considered the category of greatest threat.",149,['specie'],copel,FALSE
"The most up-to-date international (IUCN), national (ICMBio-MMA) and state (IAT) lists of species classification in endangered categories were considered.",149,['specie'],copel,TRUE
The typology Other refers to the management plan of the energy efficiency program and the Conscious Use Campaign.,151,['program'],copel,FALSE
"The Company monitors these processes by issuing manifests for the transport of waste and receiving certificates of final destination, via the SINIR system.",153,['system'],copel,FALSE
Participates in a Research and Development project together with Simepar (Environmental Technology and Monitoring System of Paran) to develop a mathematical model that will estimate in advance the risks of power outages caused by severe weather events.,154,"['system', 'project']",copel,FALSE
"It seeks to anticipate measures to minimize the impacts of risks related to climate change, using contingency support structures, carrying out meteorological monitoring and providing employees on call to act in the restoration of the system as soon as possible, when necessary.",154,['system'],copel,FALSE
"Among the financial implications are the failure to achieve supply quality targets, which may incur fines or forfeiture of the concession; financial losses resulting from system downtime; re-establishing infrastructure in the event of weather disasters; loss of credibility in the relationship with customers and shareholders; severe weather events (weather disasters); more frequent and destructive forest fires; sea level rise; temperature rise, among others.",155,['system'],copel,FALSE
"Copel invests in R&D and energy efficiency projects, to contribute in the medium and long term to the climate issue.",155,['project'],copel,FALSE
There is also real-time climate monitoring by the Paran Environmental Technology and Monitoring System SIMEPAR with transmission of alerts to the Integrated Operation Center (CIDIS).,155,['system'],copel,FALSE
"Moreover, to mitigate the impact of the climate, Copel invests in works on its distribution system in order to make it more resilient to extreme events.",155,['system'],copel,FALSE
"GHG Emissions Inventory The commitments assumed include carrying out actions to mitigate greenhouse gas (GHG) emissions in processes and activities; train and encourage the value chain to mitigate GHG emissions; and encourage the execution of projects to adapt to the impacts of climate change on business, aiming to reduce risks and seek new opportunities.",156,['project'],copel,FALSE
"Annually, Copel would inventory its GHG emissions according to the guidelines of the Brazilian GHG Protocol Program.",156,['program'],copel,FALSE
"There is also ongoing coordination of actions with occupational safety professionals, both from Copel (Holding) and its wholly-owned subsidiaries, for the analysis of environmental risks, identified and recorded in an electronic management system and association with complementary examinations for monitoring and control.",170,['system'],copel,FALSE
"The Company offers, in an institutionalized way, the chemical dependency program, aiming at the recovery of employees using illicit drugs and alcohol through hospital and outpatient, medical and psychological treatment, with full cost of expenses according to internal regulations, in addition to monitoring of the companys social and health service, adapting environmental activities and risks for personal and collective safety.",172,['program'],copel,FALSE
"The projects for distribution lines and the construction of substations are designed by seeking a layout and location that generate the least possible visual, social and environmental impact.",178,['project'],copel,FALSE
"EU22 Number of physically and economically displaced persons and indemnity by type of project PLANNING AND RESPONSE TO DISASTERS / EMERGENCIES 116 EU21 Contingency planning measures, disaster/ emergency management plan, training, programs and recovery/restoration plans Due to the type of operation, Copel DIS only has a contract to respond to environmental emergencies related to accidents involving dangerous products.",178,"['program', 'project']",copel,FALSE
"GRI 304-4 Species included on the IUCN Red List and national conservation lists with habitats in areas affected by IUCN operations organization BIODIVERSITY ELECTRICAL SECTOR INDICATORS EU13 Biodiversity of offset areas compared to biodiversity of affected areas GRI 307: ENVIRONMENTAL COMPLIANCE 2016 GRI 307-1 Non-compliance with environmental laws and/ or regulations As the environmental compensations carried out by Copel DIS in recent years were carried out only by supplying seedlings and not with planting or recovery of degraded areas, it is not possible to provide the data requested in this indicator.",181,"['biodiversity', 'specie', 'conservation']",copel,TRUE
"Protect, restore and promote the sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, halt and reverse land degradation and halt loss.",185,"['ecosystem', 'system']",copel,TRUE
PROJECTS / PROGRAMS / MANAGEMENT SYSTEMS / PARTICIPATIONS AND POLICIES Policies and Management Systems PRINCIPLES AND OBJECTIVES TO WHICH THEY RESPOND GLOBAL COMPACT SDGs Date Start/End Talent Bank: aims to prepare successors for current leaders.,186,"['program', 'system', 'project']",copel,FALSE
"Corporate Climate Change Management Program: aims to discuss and decide on actions related to the study of the effects of climate change, implementation of Copels Climate Change Policy and voluntary commitments.",187,['program'],copel,FALSE
"Relocation Program: allows for the valuation and potentialization of human capital within the company, as well as equal opportunities for employees in the transfer process.",187,['program'],copel,FALSE
"DIStaque Program: constitutes a tool through which employees can register praise and acknowledgment to colleagues, which strengthens the culture of recognition.",187,['program'],copel,FALSE
"Integrity Program and Compliance Portal: ca set of internal mechanisms and procedures for integrity, auditing and incentives to report irregularities and the effective application of codes of ethics and conduct, policies and guidelines in order to detect and remedy deviations, fraud, irregularities and illicit acts committed against the public, national or foreign management.",187,['program'],copel,FALSE
A: a program that encourages the creative and innovative potential of employees to present ideas and projects relevant to the companys strategic context.,187,"['program', 'project']",copel,FALSE
"Manager in Action Program: establishes guidelines for Copel DIS leadership, regarding the need for meetings, feedback with employees and dissemination of knowledge among managers.",187,['program'],copel,FALSE
"Nossa Energia (Our Energy) Program: links new opportunities in terms of career, compensation and personal development to performance.",187,['program'],copel,FALSE
R&D Program: provides researchers/employees with masters and doctoral courses in specific lines of research aligned with the companys business.,187,['program'],copel,FALSE
"Diversity Program: aims to sensitize and mobilize the workforce with a view to promoting equal rights, opportunities and recognition for all, as well as promoting and supporting internal actions aligned with public policies and movements targeted at diversity.",187,['program'],copel,FALSE
"Welcome to DIS Program: when the employee has the opportunity to interact with colleagues, directors and superintendents.",187,['program'],copel,FALSE
"PROJECTS / PROGRAMS / MANAGEMENT SYSTEMS / PARTICIPATIONS AND POLICIES Risk management policy: a document provides for the integration of this management with the definition of strategies and performance monitoring, the formal establishment of roles and responsibilities, the constitution and maintenance of adequate infrastructure, the definition of a common methodology for the entire Company and the risk appetite statement.",187,"['program', 'system', 'project']",copel,FALSE
"Seal of Engagement Program: a program that assesses the degree of dissemination, commitment and engagement of the organizational culture and the Companys strategies and plans.",188,['program'],copel,FALSE
"PROJECTS / PROGRAMS / MANAGEMENT SYSTEMS / PARTICIPATIONS AND POLICIES Preservando a Vida (Preserving Life) Program (PPV): establishes the on-site inspection of technical and safety procedures during the execution of activities, in accordance with the standards of the GSST area.",188,"['program', 'system', 'project']",copel,FALSE
"Total Reliability Program: a set of works dedicated to increasing the reliability of the system, that is, to avoiding shutdowns in the electrical grid and enabling faster reconnection in the event of a possible interruption in supply to consumers.",189,"['program', 'system']",copel,FALSE
Smart Electric Grid Program: aims to modernize the management and distribution of electric energy in the State of Paran.,189,['program'],copel,FALSE
"PROJECTS / PROGRAMS / MANAGEMENT SYSTEMS / PARTICIPATIONS AND POLICIES Participation in associations that discuss and promote environmental improvements: Basin Committees of the State of Paran, Environment Committee of Cigr, Regional Council of Engineering, Architecture and Agronomy of the State of Paran, Garbage and Citizenship in the PR Forum, Environmental Committees of the Public PR Ministry.",189,"['program', 'system', 'project']",copel,FALSE
Paran Triphasic Program: provides for six years of investments in the rural electrical grid throughout the state of Paran.,189,['program'],copel,FALSE
Unemployed Consumer Benefit: a program of the State Government that aims to minimize the effects resulting from consumers involuntary and temporary unemployment.,190,['program'],copel,FALSE
"Undetermined 2015 / Undetermined 2017/ Undetermined Good Neighbor Program: engagement with surrounding communities 1,2,6,7,8 8,9,11,13,17 Solidarity Selective Collection Program: Through the Solidarity Selective Collection, Copel sends the recyclable waste generated in its administrative units to associations and cooperatives of collectors who, in turn, sell the waste for recycling, thus promoting, in addition to recycling, waste, social inclusion and the improvement of the quality of life by generating income for collectors.",190,['program'],copel,FALSE
"Cultivar Energia Program: the objective is to implement community gardens in the safety zones of Copels electricity grids, in partnership with municipal governments and residents associations.",190,['program'],copel,FALSE
"Collection of Values from Third Parties-CVT-Program for collecting donations to charities and social service institutions, non-profit and of collective interest, through the energy bill.",190,['program'],copel,FALSE
"Annual donation, through tax incentives, to the Fund for the Rights of Children and Adolescents FIA, Rouanet Law, Elderly Law, Sports Incentive Law, PRONON, PRONAS, Program of Support and Incentive to Culture of the Municipality of Curitiba PAIC and Paran State Culture Promotion and Incentive Program PROFICE.",190,['program'],copel,FALSE
"PROJECTS / PROGRAMS / MANAGEMENT SYSTEMS / PARTICIPATIONS AND POLICIES Social and Environmental Programs, Projects and Initiatives Calamity Assistance: provides for the possibility of offering consumers residing in areas affected by heavy rains and floods differentiated treatment with regard to the collection process.",190,"['program', 'system', 'project']",copel,FALSE
"TO WHICH THEY RESPOND GLOBAL COMPACT SDGs Date Start/End Program of Integrated Actions for Development and Citizenship-UPS Citizenship: integrated actions for urban development and social promotion are carried out, as well as the rescue of citizenship in the areas where the Paran Seguro Units (UPS) are installed.",191,['program'],copel,FALSE
"Lightening Generations Program: lectures for students in the 4th year of High School in public schools, with an informative and preventive nature regarding the conscious and safe use of electric energy, use of natural resources (energy and water) and correct disposal of waste.",191,['program'],copel,FALSE
"Urban Forests Program: works together with city halls in planning the afforestation of public roads, contributing to the environmental improvement of cities and reducing interruptions in energy supply caused by the conflict between vegetation and electrical systems.",191,"['program', 'system']",copel,FALSE
"Further, it intends to support projects with a sustainable focus on cost reduction and propose new actions that can contribute to this purpose, mainly in the field of Energy; Water; Paper; Mobility and Fuel.",191,['project'],copel,FALSE
"Fraternal Light Program: a program by the Government of Paran that pays the bills of consumers enrolled in the Social Electricity Tariff, provided that consumption does not exceed 120 kWh.",191,['program'],copel,FALSE
"Night Irrigation Program: encouraging the use of irrigation to increase agricultural and poultry production, as well as improving the quality of life in rural areas.",191,['program'],copel,FALSE
"Eco-efficiency Program: aims to integrate the various initiatives developed by the company related to the reduction and optimization of the use of natural resources, strengthening and enhancing them.",191,['program'],copel,FALSE
"Paran Citizen Program: promoted by the Special Department for Community Relations, with the objective of offering free services that promote citizenship and social inclusion.",192,['program'],copel,FALSE
"Rural Night Tariff Program: an incentive to increase agricultural production, for poultry and swine farmers, through tariff discounts for consumer units classified as rural, served at low voltage.",192,['program'],copel,FALSE
Casa Fcil (Easy House) Housing Program: in partnership with the Paran Housing Company Cohapar it provides housing for families with a monthly income of up to six national minimum wages.,192,['program'],copel,FALSE
"PRINCIPLES AND OBJECTIVES TO WHICH THEY RESPOND GLOBAL COMPACT SDGs Date Start/End 1, 7, 8, 9 7, 11, 12 2015 / Undetermined 1, 2, 7, 8, 9 4, 8, 9, 10, 11, 16, 17 2014 / Undetermined 1, 2, 4, 5, 10 7, 10, 12, 17 2003 / Undetermined 1, 2, 4, 5, 6, 10 1, 5, 7, 9, 10, 17 2003 / Undetermined 1, 2, 4, 5, 8 7, 8, 9, 10, 11, 12, 17 2007 / Undetermined Corporate Volunteering Program EletriCidadania: the Program allows employees to use up to four hours/ month or 8 hours every two months to perform volunteer work.",192,['program'],copel,FALSE
"Copel participates by providing the internet infrastructure, enabling connectivity with the systems to provide services.",192,['system'],copel,FALSE
"More than Energy Project: deployment, expansion and consolidation of projects and social investment programs for the community.",192,"['program', 'project']",copel,FALSE
"Rural Program: improvement of the quality of electricity supply in rural areas, focusing on agricultural activities integrated with production processes sensitive to interruptions.",192,['program'],copel,FALSE
"Investing and Innovating for Better Outcomes We ensure the robustness of our power system through strategic investments that maintain, upgrade and improve our equipment, technologies and processes.",10,['system'],hkei,FALSE
"Making Greener and Better Choices Together HK Electric has received several accolades for the success of our Smart Power Services in promoting local renewable energy and energy efficiency and conservation initiatives, including the Gold Award and Outstanding Impact Award at the SDG Achievement Awards Hong Kong 2021 organised by the Green Council.",10,['conservation'],hkei,FALSE
"In 2021, we introduced a range of measures to encourage our employees to receive COVID-19 vaccinations, including group bookings at community vaccination centres, an outreach programme at Lamma Power Station, vaccination leave and gift coupons.",10,['program'],hkei,FALSE
"The Eastern Sparkle is special because it is not only rich in our citys unique history and culture, but also showcases our wonderfully resilient natural resources, like the swallows nesting under the eaves on Chun Yeung Street and egrets foraging in the shelter of stonewall trees at North Point Pier.",11,['tree'],hkei,FALSE
"During the year, we launched a new Smart Power for Construction Site service to assist customers with all electricity-related matters throughout the life cycle of their construction projects, including advice on renewable energy, energy efficiency and electric vehicle charging solutions.",11,['project'],hkei,FALSE
"Soldiering on to Build a Better Future for our City In March 2021, HK Electric and the Conservancy Association launched a new eco-heritage route called The Eastern Sparkle under our joint project known as Green Hong Kong Green.",11,['project'],hkei,FALSE
Encouraging safe and healthy practices within the workplace through systematic management provides lasting benets for the workforce and the general public.,17,['system'],hkei,FALSE
"On the other hand, lack of consultation and collaboration can lead to adverse impacts giving rise to potential disruptions for project planning or operations.",17,['project'],hkei,FALSE
Complete enhancement of anti-flooding facilities for low-lying substations within 100 m of the northern coastal line of Hong Kong Island by 2021 Achieved A total of 168 substations had been retrofitted with anti-flooding systems.,19,"['coastal', 'system']",hkei,FALSE
It is supported by the Sustainability Committee in overseeing implementation of our Sustainability Framework and assisted by the Audit Committee in ensuring that appropriate and effective risk management and internal control systems are in place.,22,['system'],hkei,FALSE
"We are also introducing smart meters throughout our network, promoting energy efficiency and conservation (EE&C) and renewable energy (RE) in the community, as well as facilitating more widespread use of electric vehicles (EVs).",23,['conservation'],hkei,FALSE
"As part of our Orientation Programme, new joiners receive training on our Code of Conduct, which covers fraud prevention and whistleblowing.",24,['program'],hkei,FALSE
We also organised a vaccination outreach programme at LPS for our employees and contractors personnel.,25,['program'],hkei,FALSE
"To mitigate these risks, we continue to review and build climate resilience into our power infrastructure and operations in a strategic and systematic manner.",28,['system'],hkei,FALSE
Our flagship community programmes CAREnJOY for the Elderly and University of 3rd Age have serviced the needs of the elderly in Hong Kong for more than a decade.,31,['program'],hkei,FALSE
"We have also launched a video version of our quarterly newsletter HK Electric On-line to better communicate with our customers and the public about company updates, green initiatives and community programmes.",31,['program'],hkei,FALSE
"We have been undertaking various elderly care and education programmes, together with the Government, district councils, green groups and social NGOs, for many years.",31,['program'],hkei,FALSE
"We also support community care projects through volunteering services, donations and sponsorships.",31,['project'],hkei,FALSE
HKEIs long-term approach to community projects and consistent employee volunteer base are key to their meaningful contributions.,31,['project'],hkei,FALSE
"In 2020, we began an 18-month sustainability education programme to enhance our employees awareness of HK Electrics sustainability commitments and performance and to further embed sustainability across our business.",34,['program'],hkei,FALSE
"With input from our colleagues based on an initial survey, we developed a comprehensive training programme of workshops, seminars and games to help our colleagues gain a better understanding of sustainability in a fun and engaging way.",34,['program'],hkei,FALSE
"In 2021, we extended the application of AI to more projects such as the retro-commissioning (RCx) study for Hongkong Electric Centre and economic load dispatch for gas-fired units at LPS.",36,['project'],hkei,FALSE
"As part of our system operations improvement work during the coal-to-gas transition, we utilised AI to develop an in-house automation programme to enhance the operating regime for gas-fired units at LPS.",36,"['program', 'system']",hkei,FALSE
"In 2021, we introduced over 40 new innovations across the business, such as deploying AI cameras to enforce site safety, developing a non-contact type low-voltage (LV) panel fuse blown detector to improve supply reliability and using battery energy storage system to supply greener on-site power for heavy machinery.",36,['system'],hkei,FALSE
"The solution can optimise the coal fuel consumption and boost the percentage of gas-fired generation to reduce carbon emissions, while meeting the variations of system demand.",36,['system'],hkei,FALSE
"In addition, Electronic Lockout Boxes with programmable door locking function are used to securely keep the Safety Keys.",37,['program'],hkei,FALSE
"In 2021, the Customer Services team leveraged SharePoint and Tableau functionalities to engage the team in the digital transformation and systematic running of knowledge management.",37,['system'],hkei,FALSE
Management Approach Sustainable Long-term Growth Corporate Governance Sustainability Risks and Opportunities Stakeholder Engagement Case Story 1 Innovation Smart Vest Electronic Permit-to-Work System (e-PTW) Injury due to improper manual handling is one of the most common types of occupational accident.,37,['system'],hkei,FALSE
"Based on the success of this pilot project, we are extending the use of e-PTW to other kinds of Safety Documents.",37,['project'],hkei,FALSE
"In 2021, 60 environmental management programmes were formulated to improve environmental performance with reference to measurable targets.",40,['program'],hkei,FALSE
"Management Approach aspects of business planning and operations with robust environmental management and energy management systems certified to international standards ISO and ISO , respectively.",40,['system'],hkei,FALSE
"We prevent and mitigate adverse environmental impacts in a systematic way through environmental impact assessments, mitigation measures, and regular environmental monitoring and audits.",40,['system'],hkei,FALSE
"HK Electric supports Hong Kongs decarbonisation targets and initiatives, including the Carbon Neutrality Partnership led by the Environment Bureau, the Low Carbon Charter led by the Business Environment Council and Hong Kong Green Building Councils Advancing Net Zero programme.",41,['program'],hkei,FALSE
"Project construction began in November 2020, proceeded steadily during 2021, and is scheduled for completion in 2022.",42,['project'],hkei,FALSE
"In 2021, participation in the FiT scheme continued to grow with 105 new RE systems successfully connected.",43,['system'],hkei,FALSE
"In 2021, these systems generated around 2 GWh of green electricity.",43,['system'],hkei,FALSE
We are now re-visiting the project with a view to increasing the installed capacity of the wind farm from 100 MW to not less than 150 MW.,44,['project'],hkei,FALSE
"On Lamma Island, our 800-kW wind turbine known as Lamma Winds has been in operation since 2006, and our commercial-scale solar power system has been in operation since 2010.",44,['system'],hkei,FALSE
"As an engineer, my job is not only to handle the technical issues of the project, but also to work closely with relevant stakeholders to ensure their views and concerns are considered throughout project development.",45,['project'],hkei,FALSE
"Meanwhile, as with any project, we are mindful of the potential impacts on the environment and community arising from the construction and operation of the wind farm.",45,['project'],hkei,FALSE
"As a member of the project team for over a year, I realise that technical challenges remain with respect to retrofitting, ensuring safe handling of volatile hydrogen and securing a reliable supply of hydrogen fuel.",45,['project'],hkei,FALSE
I am thrilled to be a part of the team working on such a meaningful project.,45,['project'],hkei,FALSE
Our Projects Division is currently exploring the feasibility of repurposing our gas-fired generating units at Lamma Power Station Extension to allow them to operate with hydrogen fuel.,45,['project'],hkei,FALSE
"Our ISO energy management system already encompasses four buildings at LPS, and we have plans to expand the scope by incorporating additional facilities in the coming years.",46,['system'],hkei,FALSE
"During the year, we implemented energy saving measures such as upgrading mechanical ventilation and air-conditioning systems with more efficient models.",47,['system'],hkei,FALSE
"Hazardous waste streams, such as waste oil, are handled by licensed contractors under a trip-ticket system.",47,['system'],hkei,FALSE
We also recycled about 95% of 34 kT of construction waste generated from our major construction projects as infill for land reclamation.,47,['project'],hkei,FALSE
"To improve the energy efficiency of our buildings equipment and systems, we continued to conduct retro-commissioning (RCx) utilising AI-based systems and smart temperature sensors to optimise air-conditioning and realise energy saving opportunities.",47,['system'],hkei,FALSE
Innovative Way to Recycle Sediment Waste HK Electric has worked closely with researchers from Hong Kong Polytechnic University to develop a recycled fill material using by-products from the LPS Navigation Channel Improvement project and coal-fired power generation at LPS.,48,['project'],hkei,FALSE
"During the promotional period from 1 June to 31 December 2021, we encouraged our customers to switch to e-bills and autopay or Faster Payment System (FPS) by offering a one-off $30 incentive.",48,['system'],hkei,FALSE
A pilot pumping system has been installed at the LMX urea handling plant to collect spent urea solution from the drainage system.,48,['system'],hkei,FALSE
It is particularly valuable for helping reduce the stream of by-product from the LPS Navigation Channel Improvement project that is otherwise bound for the Governments sediment disposal site.,48,['project'],hkei,FALSE
Water Resources Conservation We acknowledge the importance of managing water risk and seek to use water in a sustainable way.,48,['conservation'],hkei,FALSE
"Our fish deterrent system, for example, generates low-frequency sounds to deter small fish from becoming caught up in seawater inlet culverts at LPS.",49,"['fish', 'system']",hkei,TRUE
"Safeguarding biodiversity is an important objective of environmental impact assessment studies that are completed in the course of all major development projects, including the LPS Navigation Channel Improvement, Offshore LNG Terminal and Offshore Wind Farm.",49,"['biodiversity', 'project']",hkei,TRUE
We are glad to see that our contractor has taken the conservation measures very seriously in order to help us protect this beautiful species together.,49,"['specie', 'conservation']",hkei,TRUE
"Management Approach Climate Action and Clean Air Case Story 2 Responsible Resource Management Education and Awareness Biodiversity Protection HK Electric has a proud legacy of helping conserve the ecology of Lamma Island by controlling air, noise, water and light pollution, while actively cultivating native plant species and protecting local biodiversity.",49,"['biodiversity', 'specie', 'protection']",hkei,TRUE
A Marine Conservation Enhancement Fund and a Fisheries Protecting Butterflies on Lamma Island Enhancement Fund have been established as part of the Offshore LNG terminal project to support conservation and sustainable development of local fishing industries.,49,"['fish', 'project', 'conservation']",hkei,TRUE
"During the implementation phase of all projects, we undertake environmental monitoring and audit programmes to ensure that recommended mitigation and remedial measures are fully implemented.",49,"['program', 'project']",hkei,FALSE
"In 2021, more than 40 secondary school students were nominated by their schools to join the Happy Green Ambassador Programme and they attended training on how they can promote green living in school and the community.",50,['program'],hkei,FALSE
"Ten projects from secondary schools and seven projects from tertiary institutes received funding of up to $50,000 each to help make the students green dreams a reality.",50,['project'],hkei,FALSE
"We also provided funding of up to $10,000 each for 17 schools to implement green projects on campus.",50,['project'],hkei,FALSE
"During the year, our Happy Green Schools programme continued to expand.",50,['program'],hkei,FALSE
Management Approach Climate Action and Clean Air Case Story 2 Responsible Resource Management Education and Awareness Green Hong Kong Green Our Green Hong Kong Green (GHKG) programme is now in its 17th year.,51,['program'],hkei,FALSE
"In 2021, GHKG received a bronze award from the 17th China Golden Awards for Excellence in Public Relations in the category of Environmental Protection and Green Promotion.",51,['protection'],hkei,TRUE
"In 2021, we supported Hong Kong Green Day and International Coastal Clean-up Hong Kong organised by the Green Council, as well as the Green Earth Companion programme organised by The Green Earth and Clean Up the World in Hong Kong organised by Green Power.",51,"['program', 'coastal', 'clean-up']",hkei,TRUE
